page_name,user_name,facebook_id,page_category,page_admin_top_country,page_description,page_created,likes_at_posting,followers_at_posting,post_created,post_created_date,post_created_time,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,video_share_status,is_video_owner,post_views,total_views,total_views_for_all_crossposts,video_length,url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,overperforming_score_weighted_likes_1x_shares_1x_comments_1x_love_1x_wow_1x_haha_1x_sad_1x_angry_1x_care_1x,group_name,date_r
NA,dan.bongino,100044252088762,PERSON,US,Former Secret Service Agent. New York Times bestselling author.  Podcast here: http://bit.ly/bpodcas,2011-05-27T17:38:52Z,2201312,4668889,2021-08-11T11:08:05Z,2021-08-11,11:08:05,Link,33319,19363,2147,3904,2476,390,86,4189,198,566,NA,-,0,0,0,N/A,https://www.facebook.com/101043269988443/posts/4538159199610139,"""I quit!"" 🔥🔥🔥",https://rumble.com/vl03oi-teacher-cries-quits-on-the-spot-at-school-board-meeting-over-crt-and-censor.html?mref=22lbp&mc=56yab,NA,NA,"Teacher Cries, Quits on the Spot at School Board Meeting Over CRT and Censorship",This is public education now.,NA,NA,NA,3.58,Dan Bongino,2021-08-11T00:00:00Z
Steven Crowder,stevencrowderofficial,15139936162,COMEDIAN,US,Comedian. American.,2008-03-28T14:54:41Z,2844095,3129152,2020-10-21T09:30:15Z,2020-10-21,09:30:15,Link,33308,24275,544,4653,3475,218,62,0,6,75,NA,-,0,0,0,N/A,https://www.facebook.com/15139936162/posts/10158779500431163,She goes scorched Earth!,https://www.louderwithcrowder.com/uk-blm-critical-race,NA,NA,"UK Official Passionately Rejects BLM Movement, Critical Race Theory",Scorched earth.,NA,NA,NA,5.03,NA,2020-10-21T00:00:00Z
NA,Breitbart,95475020353,MEDIA_NEWS_COMPANY,US,Breitbart News (www.breitbart.com) is a conservative news and opinion website founded by the late Andrew Breitbart.,2008-11-10T23:31:33Z,4505117,5169366,2021-07-10T06:55:45Z,2021-07-10,06:55:45,Photo,33283,26130,1093,2077,3876,7,34,4,13,49,NA,-,0,0,0,N/A,https://www.facebook.com/95475020353/posts/10167871226065354,NA,https://www.facebook.com/Breitbart/photos/a.10159587164165354/10167871225505354/?type=3,NA,ARIZONA GOV. DUCEY SIGNS BILL BANNING TEACHING OF CRITICAL RACE THEORY Jose Luis Magana/A Photo,NA,NA,NA,NA,NA,1.12,Breitbart,2021-07-10T00:00:00Z
NA,michaelknowlesshow,100044546974605,NEWS_PERSONALITY,US,"""a dapper, lib-triggering troll"" —Vanity Fair",2013-01-29T23:15:20Z,987990,1133919,2021-07-17T10:45:31Z,2021-07-17,10:45:31,Native Video,33184,23469,898,4444,4264,11,5,4,7,82,crosspost,No,81975,99911,7188757,00:03:07,https://www.facebook.com/100044546974605/posts/367972024697694,"Gov. DeSantis: ""There's no room in our classrooms for things like Critical Race Theory""",https://www.facebook.com/michaelknowlesshow/videos/2792493237727819/,NA,NA,"Gov. DeSantis: ""There's no room in our classrooms for things like Critical Race Theory""",NA,NA,NA,NA,25.16,Michael Knowles,2021-07-17T00:00:00Z
NA,TheOther98,100064860241186,NON_PROFIT,US,Keeping the Class War classy!,2010-04-03T18:51:40Z,6707786,6646394,2021-06-20T10:27:21Z,2021-06-20,10:27:21,Photo,33096,21306,1211,8140,1696,168,37,331,85,122,NA,-,0,0,0,N/A,https://www.facebook.com/114517875225866/posts/6585386158138973,NA,https://www.facebook.com/114517875225866/photos/a.115969958413991/6585385854805670/?type=3,NA,"Teaching students that WWII vets were given GI Bill benefits to help them is teaching history. Teaching them that Black vets were deliberately excluded is teaching history through the lens of Critical Race Theory. If you have a problem with that, ask yourself why. @CombatCavScout",NA,NA,NA,NA,NA,1.44,The Other 98%,2021-06-20T00:00:00Z
NA,mikehuckabee,100044545174732,POLITICIAN,US,"FMR Gov. Mike Huckabee is the host of “Huckabee” on TBN, a Fox News and Western Journal contributor.",2007-12-14T00:38:17Z,2180175,1990574,2021-03-19T13:30:25Z,2021-03-19,13:30:25,Link,33015,23610,1257,2269,5627,20,7,2,11,212,NA,-,0,0,0,N/A,https://www.facebook.com/100044545174732/posts/290747932420044,"NEW: 'Let me be clear: There’s no room in our classrooms for things like critical race theory,' DeSantis said.",https://www.westernjournal.com/florida-gov-ron-desantis-earns-praise-conservatives-critical-race-theory-move/?utm_source=facebook&utm_medium=empowerconservatives,NA,NA,"Florida Gov. DeSantis Refuses to Let Schools Become 'Indoctrination Centers,' Stands Against Critical Race Theory","Florida's governor has also refused to go along with the lockdowns Democrat-run states have imposed, and the results have been impressive.",NA,NA,NA,13.98,Mike Huckabee,2021-03-20T00:00:00Z
NA,mikehuckabee,100044545174732,POLITICIAN,US,"FMR Gov. Mike Huckabee is the host of “Huckabee” on TBN, a Fox News and Western Journal contributor.",2007-12-14T00:38:17Z,2168197,1978900,2021-07-29T21:33:55Z,2021-07-29,21:33:55,Link,33004,25811,722,2279,4029,23,15,14,8,103,NA,-,0,0,0,N/A,https://www.facebook.com/100044545174732/posts/381324286695741,"'We are ""one nation, under God, indivisible,"" yet critical race theory seeks to divide us based on inaccurate revisions to our nation’s history,' Noem said.",https://www.westernjournal.com/gov-kristi-noem-signs-executive-order-block-federal-government-pushing-critical-race-theory/?utm_source=facebook&utm_medium=huckabee,NA,NA,Gov. Kristi Noem Signs Executive Order to Ban Federal Critical Race Theory Grants,"'Our classrooms are meant for education, not indoctrination, and that is how we will continue to operate in South Dakota,' Noem said.",NA,NA,NA,13.4,Mike Huckabee,2021-07-30T00:00:00Z
NA,tedcruzpage,100044384081122,POLITICIAN,US,US Senator from Texas: http://www.tedcruz.org,2009-02-18T00:14:56Z,2284843,2262682,2021-06-24T21:10:04Z,2021-06-24,21:10:04,Link,32941,26350,1511,1573,3298,11,95,3,36,64,NA,-,0,0,0,N/A,https://www.facebook.com/69983322463/posts/10159182991087464,We must stop the spread of Critical Race Theory. https://thefederalist.com/2021/06/24/ted-cruz-puts-forth-bill-to-ban-federal-funding-of-critical-race-theory-training/,https://thefederalist.com/2021/06/24/ted-cruz-puts-forth-bill-to-ban-federal-funding-of-critical-race-theory-training/,NA,NA,Ted Cruz Puts Forth Bill To Ban Federal Funding Of Critical Race Theory Training,Sen. Ted Cruz introduced a measure Thursday that would prohibit federal funding for critical race theory trainings.,NA,NA,NA,4.01,Ted Cruz,2021-06-25T00:00:00Z
NA,MarjorieTaylorGreene,1809715209318581,POLITICIAN,US,"Congressional Candidate 
Christian Conservative Wife
Mother of Three
Political Outsider
Problem Solver
100% Pro-Life
100% Pro-Second Amendment
100% Pro-Trump
100% for America
",2017-10-03T16:22:30Z,248374,297380,2021-05-26T12:15:53Z,2021-05-26,12:15:53,Status,32864,24807,1652,3274,2923,13,87,10,43,55,NA,-,0,0,0,N/A,https://www.facebook.com/1809715209318581/posts/2736965603260199,Critical Race Theory is evil lunacy and needs to be outlawed everywhere! Bad for our country!,NA,NA,NA,NA,NA,NA,NA,NA,1.16,Marjorie Taylor Greene,2021-05-27T00:00:00Z
Michael Knowles,michaelknowlesshow,100044546974605,NEWS_PERSONALITY,US,"""a dapper, lib-triggering troll"" —Vanity Fair",2013-01-29T23:15:20Z,973772,1121013,2021-04-29T10:32:08Z,2021-04-29,10:32:08,Link,32847,26535,371,1536,4308,17,9,0,1,70,NA,-,0,0,0,N/A,https://www.facebook.com/100044546974605/posts/310484520446445,👏👏👏,https://www.dailywire.com/news/first-in-nation-idahos-republican-gov-signs-bill-banning-critical-race-theory?utm_source=facebook&utm_medium=social&utm_campaign=mjk,NA,NA,First In Nation: Idaho’s Republican Gov. Signs Bill Banning Critical Race Theory,Republican Idaho Gov. Brad Little signed a bill late Wednesday night banning critical race theory from the state's schools.,NA,NA,NA,33.01,NA,2021-04-29T00:00:00Z
NA,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6413072,7978061,2021-06-07T11:16:34Z,2021-06-07,11:16:34,Link,32830,26435,905,1550,3847,9,10,2,4,68,NA,-,0,0,0,N/A,https://www.facebook.com/100044139414360/posts/371805107634133,Another great call by DeSantis.,https://www.dailywire.com/news/gov-ron-desantis-promises-to-oppose-any-fl-school-board-candidates-who-support-critical-race-theory?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,Gov. Ron DeSantis Promises To Oppose Any FL School Board Candidates Who Support Critical Race Theory,Republican Florida Governor Ron DeSantis on Saturday blasted the increasingly popular critical race theory that is seeping into school curricula,NA,NA,NA,8.96,Ben Shapiro,2021-06-07T00:00:00Z
NA,RepKevinMcCarthy,51052893175,GOVERNMENT_OFFICIAL,US,Republican Leader and Representative of California's 23rd District in the House of Representatives.,2009-02-13T21:05:34Z,590865,648990,2021-08-29T19:50:02Z,2021-08-29,19:50:02,Status,32825,16673,3194,7892,148,70,56,649,4111,32,NA,-,0,0,0,N/A,https://www.facebook.com/51052893175/posts/10158452063908176,"Look around you. Afghanistan is the latest in a series of predictable and historic failures caused by Democrats’ incompetence. 1. We have a southern border that is wide open for millions of people to enter illegally, including suspected terrorists. 2. We have record inflation and a massive labor shortage. 3. We have a President who is hostile to clean and reliable American oil and natural gas and the good-paying jobs it creates -- but who eases sanctions on a Russian pipeline and begs OPEC for a bailout. 4. We have a public school system that is more interested in talking about how it can teach critical race theory than reading, writing, math, and history. 5. We have a CDC that can’t make up its mind or stick to the science but demands one-size-fits-all mandates. 6. And we have demoralized police departments who are hesitant to arrest criminals because left-wing politicians demonize them and want to defund them. One thing is certain: these crises are on President Biden and the Democrats.",NA,NA,NA,NA,NA,NA,NA,NA,1.47,Kevin McCarthy,2021-08-30T00:00:00Z
NA,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6367892,7934599,2021-05-18T10:01:35Z,2021-05-18,10:01:35,Link,32608,4166,8443,2987,13,2200,586,656,13544,13,NA,-,0,0,0,N/A,https://www.facebook.com/100044139414360/posts/350072566474054,The insanity continues.,https://www.dailywire.com/news/american-airlines-investigating-texas-pilot-who-criticized-critical-race-theory-in-his-local-school?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,American Airlines Investigating Texas Pilot Who Criticized Critical Race Theory In His Local School,American Airlines is investigating one of its pilots after he spoke out about critical race theory (CRT) being taught in his local school.,NA,NA,NA,8.9,Ben Shapiro,2021-05-18T00:00:00Z
NA,Breitbart,95475020353,MEDIA_NEWS_COMPANY,US,Breitbart News (www.breitbart.com) is a conservative news and opinion website founded by the late Andrew Breitbart.,2008-11-10T23:31:33Z,4505183,5169554,2021-07-08T19:27:41Z,2021-07-08,19:27:41,Link,32608,25396,1238,2046,3800,24,48,4,13,39,NA,-,0,0,0,N/A,https://www.facebook.com/95475020353/posts/10167864871110354,BAM.,https://trib.al/JFkYcTY,https://www.breitbart.com/clips/2021/07/08/gop-sen-tuberville-no-taxpayer-money-for-any-school-teaching-critical-race-theory-weve-got-to-snuff-it-out/?utm_source=facebook&utm_medium=social,NA,GOP Sen. Tuberville: No Taxpayer Money for Any School Teaching Critical Race Theory,NA,NA,NA,NA,9.04,Breitbart,2021-07-09T00:00:00Z
NA,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6398057,7964381,2021-05-26T11:01:35Z,2021-05-26,11:01:35,Link,32590,7372,9073,1900,177,1510,3487,1085,7922,64,NA,-,0,0,0,N/A,https://www.facebook.com/100044139414360/posts/358117669002877,So much journalisming.,https://www.dailywire.com/news/media-paint-chip-and-joanna-gaines-as-racists-for-donating-to-relatives-campaign-opposing-critical-race-theory?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,Media Paint Chip And Joanna Gaines As Racists For Donating To Relative’s Campaign Opposing Critical Race Theory,"The media on Tuesday night worked to paint ""Fixer Upper"" stars Chip and Joanna Gaines, an interracial couple, as racists for donating $1,000 to Chip's sister's local school board campaign, which aims in part to stop highly controversial critical race theory from being taught in s...",NA,NA,NA,8.89,Ben Shapiro,2021-05-26T00:00:00Z
NA,FreedomWorks,100064908510765,NON_PROFIT,US,Government Fails. Freedom Works.,2007-11-08T16:14:13Z,4977002,4466326,2021-06-29T12:52:50Z,2021-06-29,12:52:50,Link,32564,25029,1113,3084,3057,56,79,10,8,128,NA,-,0,0,0,N/A,https://www.facebook.com/5633824547/posts/10159596681969548,"The Illinois father whose rant against Critical Race Theory at a local school board meeting last week went viral is not backing down. He, instead, is laughing at attempts by the left to discredit him.",https://www.breitbart.com/politics/2021/06/28/black-dad-who-shredded-critical-race-theory-laughs-at-lefts-attempts-to-discredit-him/,NA,NA,Black Father Who Shredded Critical Race Theory Laughs at Left’s Attempts to Discredit Him,"A black father whose rant against Critical Race Theory went viral is not backing down; instead, he is laughing at the left's reaction to him.",NA,NA,NA,6.93,FreedomWorks,2021-06-30T00:00:00Z
PragerU,prageru,100064353922429,PERSON,US,The world's leading conservative nonprofit focused on changing minds through creative digital media,2010-07-18T16:57:55Z,3887090,4442652,2021-10-26T15:44:47Z,2021-10-26,15:44:47,Photo,32446,23512,1305,2705,4720,19,35,2,10,138,NA,-,0,0,0,N/A,https://www.facebook.com/100064353922429/posts/257259469762515,"Condoleezza Rice schools ""The View"" hosts on Critical Race Theory: ""We should be able to empower black children without hurting white children."" EXACTLY. WATCH 👉 https://l.prageru.com/3jDd26d:=:https://www.prageru.com/video/condoleezza-rice-schools-the-view-hosts-on-critical-race-theory?utm_source=ytc&utm_medium=post&utm_campaign=short_clips",https://www.facebook.com/photo.php?fbid=256492283172567&set=a.229401095881686&type=3,NA,NA,NA,NA,NA,NA,NA,2.09,NA,2021-10-27T00:00:00Z
NA,BillyPrempeh,106382017600422,POLITICIAN,US,My Name is William “Billy” Prempeh and I am running to be the Republican representative for the people of the 9th Congressional District of our great state of New Jersey!,2020-02-06T06:58:35Z,11048,15955,2021-06-02T15:30:26Z,2021-06-02,15:30:26,Photo,32413,23545,757,5827,2165,9,32,3,13,62,NA,-,0,0,0,N/A,https://www.facebook.com/106382017600422/posts/373770334194921,"Critical thinking, NOT Critical Race Theory. It's time to fix our education system!",https://www.facebook.com/BillyPrempeh/photos/a.106382864267004/373769934194961/?type=3,NA,NA,NA,NA,NA,NA,NA,43.8,Billy Prempeh,2021-06-03T00:00:00Z
NA,SarahHuckabeeSanders,100044244468254,PERSON,US,Christian. Wife. Mom. Arkansan. Fmr White House Press Secretary. Republican candidate for Governor.,2019-05-17T15:54:09Z,234885,306258,2021-07-08T09:49:08Z,2021-07-08,09:49:08,Photo,32400,23839,1002,4337,2854,26,30,108,67,137,NA,-,0,0,0,N/A,https://www.facebook.com/100044244468254/posts/351571802994299,NA,https://www.facebook.com/photo.php?fbid=351571772994302&set=a.278769756941171&type=3,NA,"Sarah Huckabee Sanders @SarahHuckabee Our public schools should never indoctrinate our kids with the lie that America is a racist and evil country. Critical Race Theory pushes a radical left agenda that will further tear us apart, not bring us together. 8:48 AM. 7/8/21 Twitter for iPhone",NA,NA,NA,NA,NA,2.16,Sarah Huckabee Sanders,2021-07-08T00:00:00Z
NA,ForAmerica,100064424780337,PERSON,US,"We are dedicated to advancing freedom, prosperity and virtue in America. We come to work each day to",2010-09-15T04:04:02Z,7830808,7086249,2021-07-23T07:30:40Z,2021-07-23,07:30:40,Link,32394,483,5686,547,23,156,24926,104,460,9,NA,-,0,0,0,N/A,https://www.facebook.com/114364638621903/posts/4667249126666742,Biden calls CNN's Don Lemon 'one of the most informed journalists in the country' during town hall.,https://www.theblaze.com/news/biden-don-lemon-most-informed-journalist,NA,NA,Biden calls CNN's Don Lemon 'one of the most informed journalists in the country' during town hall,"President Joe Biden recently called partisan CNN anchor Don Lemon — who has argued that Americans don't see black people as ""human beings"" and that parents against critical race theory are just being selfish — ""one of the most informed journalists in the country.""What happened?The president made...",NA,NA,NA,3.74,ForAmerica,2021-07-23T00:00:00Z
NA,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6602065,8169666,2021-08-09T16:07:15Z,2021-08-09,16:07:15,Native Video,32306,20915,2824,3513,1991,255,2543,64,126,75,crosspost,No,334471,342555,825720,00:10:02,https://www.facebook.com/100044139414360/posts/441720227309287,"Leftist Tries To School Ben Shapiro On Critical Race Theory, FAILS Miserably",https://www.facebook.com/officialbenshapiro/videos/570008084450430/,NA,NA,"Leftist Tries To School Ben Shapiro On Critical Race Theory, FAILS Miserably",NA,NA,NA,NA,4.88,Ben Shapiro,2021-08-10T00:00:00Z
The Daily Signal,TheDailySignalNews,100070075128715,MEDIA_NEWS_COMPANY,US,"The Daily Signal is a news media platform designed to deliver quality reporting, research and commen",2014-04-25T13:21:47Z,958812,971882,2021-09-02T10:24:00Z,2021-09-02,10:24:00,Link,32259,25105,1289,3184,1860,176,59,271,184,131,NA,-,0,0,0,N/A,https://www.facebook.com/300341323465160/posts/2131216330377641,"You've probably seen the viral video of Shawntel Cooper's SCATHING takedown of the Loudoun County School Board over critical race theory. DO NOT MISS HER on the podcast today sharing why she's fighting indoctrination—and how other parents can, too.",https://www.dailysignal.com/2021/09/02/it-feels-like-the-school-board-is-dividing-us-virginia-mom-says?utm_medium=social&utm_source=facebook&utm_campaign=tds-fb,NA,NA,"'It Feels Like the School Board Is Dividing Us,' Virginia Mom Says","Shawntel Cooper, a mother from Loudoun County, Virginia, joins ""The Daily Signal Podcast"" to describe her experience with a woke school board.",NA,NA,NA,41.57,NA,2021-09-02T00:00:00Z
NA,SeanHannity,100047112765345,NEWS_PERSONALITY,US,"Sean Hannity hosts 'Hannity' on the Fox News Channel and 'The Sean Hannity Show,' the second most li",2008-08-22T20:48:35Z,3591832,4108925,2021-06-02T16:53:32Z,2021-06-02,16:53:32,Link,32084,21105,925,2122,7596,10,14,1,0,311,NA,-,0,0,0,N/A,https://www.facebook.com/100047112765345/posts/330142225232867,"**FATHER and DAUGHTER: ""Daddy teaches that you can be anything in this world that you want to be... It doesn’t matter if you’re black, white, brown, yellow. We treat people based on who they are! All that matters is if they’re nice and smart.""**",https://hannity.com/media-room/must-see-father-and-daughter-reject-critical-race-theory-you-can-make-friends-no-matter-what-color/,NA,NA,"MUST SEE: Father and Daughter Reject Critical Race Theory, ‘You Can Make Friends No Matter What Color’ | Sean Hannity",An incredible video went viral on social media this week showing a proud father and daughter rejecting Critical Race Theory in public education; saying he teaches his children to treat people “based on who they are” and not skin color. “Daddy teaches that you can be anything in this world that...,NA,NA,NA,5.49,Sean Hannity,2021-06-03T00:00:00Z
NA,FreedomWorks,100064908510765,NON_PROFIT,US,Government Fails. Freedom Works.,2007-11-08T16:14:13Z,4975755,4465143,2021-07-07T21:15:10Z,2021-07-07,21:15:10,Photo,31995,9959,2581,8967,75,585,269,4825,4659,75,NA,-,0,0,0,N/A,https://www.facebook.com/5633824547/posts/10159613703659548,NA,https://www.facebook.com/FreedomWorks/photos/a.160623489547/10159613702679548/?type=3,NA,"The essence of critical race theory would teach my three bi-racial children that I, their black father, am oppressed by America's history of white supremacy and that their mother, my wife, is my oppressor. REP. BYRON DONALDS FeeWorks",NA,NA,NA,NA,NA,1.48,FreedomWorks,2021-07-08T00:00:00Z
NA,nickadamsinamerica,100044170762544,PERSON,US,"Nick Adams is a best-selling author and commentator, as well as the founder of FLAG - Foundation for",2011-02-16T00:51:05Z,405829,434262,2021-06-06T12:04:20Z,2021-06-06,12:04:20,Photo,31978,22214,1382,7102,471,58,32,213,457,49,NA,-,0,0,0,N/A,https://www.facebook.com/102413723172970/posts/4243734019040899,Critical Race Theory has NO PLACE in civilized society!,https://www.facebook.com/102413723172970/photos/a.128258453921830/4243734019040899/?type=3,NA,ORCE CRITICAL RACE THEORY IS PRETTY MUCH THE MOST RACIST THING TO EVER BE TAUGHT IN OUR SCHOOLS. Rep Lauren Boebert NICK ADAMS,Timeline Photos,NA,NA,NA,NA,-1.54,Nick Adams,2021-06-07T00:00:00Z
NA,dan.bongino,100044252088762,PERSON,US,Former Secret Service Agent. New York Times bestselling author.  Podcast here: http://bit.ly/bpodcas,2011-05-27T17:38:52Z,2216093,4696566,2021-08-22T20:00:58Z,2021-08-22,20:00:58,Link,31913,22589,911,3026,5223,33,15,1,7,108,NA,-,0,0,0,N/A,https://www.facebook.com/101043269988443/posts/4572451079514284,School Board Votes to Ban CRT After Epic Speech From Black Father 👇,https://rumble.com/vlg70h-school-board-votes-to-ban-crt-after-epic-speech-from-black-father.html?mref=22lbp&mc=56yab,NA,NA,School Board Votes to Ban CRT After Epic Speech From Black Father,"""Racism would not be alive today without certain institutions keeping it on life support""",NA,NA,NA,4.25,Dan Bongino,2021-08-23T00:00:00Z
NA,nytimes,5281959998,MEDIA_NEWS_COMPANY,US,Welcome to The New York Times on Facebook - a hub for conversation about news and ideas. Like our page and connect with Times journalists and readers.,2007-10-29T23:03:34Z,17684167,17972233,2021-06-23T18:55:05Z,2021-06-23,18:55:05,Link,31887,22725,1631,1691,5382,50,193,10,98,107,NA,-,0,0,0,N/A,https://www.facebook.com/5281959998/posts/10152713435244999,"“I want to understand white rage, and I’m white,” Gen. Mark Milley, the chairman of the Joint Chiefs of Staff, said while testifying before Congress, pushing back on accusations from a Republican congressman that the military was becoming too “woke.” “What is wrong with having some situational understanding about the country we are here to defend?” Gen. Milley said when being questioned about anti-extremism efforts and teachings about race relations at service academies and beyond.",https://nyti.ms/3gWpxry,https://www.nytimes.com/2021/06/23/us/politics/milley-critical-race-theory-military.html?smid=fb-nytimes&smtyp=cur,NA,General Milley pushes back on G.O.P. accusations of a ‘woke’ military.,"“I want to understand white rage, and I’m white,” General Mark A. Milley, the chairman of the Joint Chiefs of Staff, told a Republican congressman who objected to the teaching of “critical race theory.”",NA,NA,NA,22.3,The New York Times,2021-06-24T00:00:00Z
NA,ninongry,112562360531259,VIDEO_CREATOR,PH,Ah wala luto lang,2020-07-13T16:23:17Z,770582,2438609,2021-05-03T00:04:31Z,2021-05-03,00:04:31,Photo,31772,9714,3162,630,4077,455,13526,9,2,197,NA,-,0,0,0,N/A,https://www.facebook.com/112562360531259/posts/296939478760212,"TARA BALIK TAYO SA EARLY 2000!!! HAHAHHA NAKAKAMISS AMPOTA. ANO PA NAMIMISS NYO SA PANAHONG TO? TAG NYO DIN YUNG MGA DATI NYONG KA GUILD, CRUSH NA BINIGYAN NG BLUE MAGIC SAKA MGA ASAWA/GF NYONG NAMEET NYO SA mIRC HAHAHHAHA! SHARE PARA MAKITA NG CRUSH NYONG SINULATAN NYO NG LOVE LETTER SA MABANGONG PAPEL!!!",https://www.facebook.com/ninongry/photos/a.117133706740791/296935752093918/?type=3,NA,SAKKAT FROM RAGNAROK ONLINE 88 CRT Monitor ISPBonanza NINONG RY 2002 mIRC!!! ASL PLS!!! DE BOLANG MOUSE NA MALIBAG!!! NOKIA 3210!!,NA,NA,NA,NA,NA,2.64,Ninong Ry,2021-05-03T00:00:00Z
NA,stevencrowderofficial,15139936162,COMEDIAN,US,Comedian. American.,2008-03-28T14:54:41Z,2793071,3068219,2021-05-26T09:47:19Z,2021-05-26,09:47:19,Link,31619,23176,2496,1737,3130,203,635,43,125,74,NA,-,0,0,0,N/A,https://www.facebook.com/15139936162/posts/10159348226786163,Good for them!,https://www.louderwithcrowder.com/chip-joanna-critical-race-theory,NA,NA,"Liberals Accuse 'Fixer Upper' Couple of 'Funding' Anti-Critical Race Theory Campaign, Here's the TRUTH",Go Chip and Joanna!,NA,NA,NA,4.78,Steven Crowder,2021-05-26T00:00:00Z
NA,Breitbart,95475020353,MEDIA_NEWS_COMPANY,US,Breitbart News (www.breitbart.com) is a conservative news and opinion website founded by the late Andrew Breitbart.,2008-11-10T23:31:33Z,4505163,5169372,2021-07-11T15:22:59Z,2021-07-11,15:22:59,Photo,31606,25649,1230,3871,461,62,68,107,135,23,NA,-,0,0,0,N/A,https://www.facebook.com/95475020353/posts/10167877199280354,Young America's Foundation President Scott Walker,https://www.facebook.com/Breitbart/photos/a.10159587164165354/10167877196380354/?type=3,NA,"SCOTT WALKER AT CPAC ON CRITICAL RACE THEORY: 'CALL IT WHAT IT IS, IT IS STATE-SANCTIONED RACISM' APPhoto/J.ScottApplewhite Applewhite Photo/J.",NA,NA,NA,NA,NA,1.07,Breitbart,2021-07-12T00:00:00Z
NA,ILMFOrg,200650357207240,PERSON,US,Love Our Country. Pray To God. Defend Our Freedom.,2018-04-08T19:17:10Z,414342,414127,2021-06-04T13:20:35Z,2021-06-04,13:20:35,Photo,31602,23029,1186,6259,775,19,5,66,198,65,NA,-,0,0,0,N/A,https://www.facebook.com/200650357207240/posts/870227133582889,Trump had it right!,https://www.facebook.com/ILMFOrg/photos/a.207535503185392/870227023582900/?type=3,NA,CRITICAL RACE THEORY TEACHES AMERICANS TO HATE THEIR COUNTRY Trending Politics.com AuhhanyA IT SHOULD NEVER BE TAUGHT IN OUR SCHOOLS OR ANYWHERE ELSE!,NA,NA,NA,NA,NA,2.44,I Love My Freedom,2021-06-05T00:00:00Z
NA,michaelknowlesshow,100044546974605,NEWS_PERSONALITY,US,"""a dapper, lib-triggering troll"" —Vanity Fair",2013-01-29T23:15:20Z,978740,1125348,2021-06-02T15:08:35Z,2021-06-02,15:08:35,Link,31589,24859,511,2891,3182,43,8,6,8,81,NA,-,0,0,0,N/A,https://www.facebook.com/100044546974605/posts/336655527829344,She hit the nail on the head.,https://www.dailywire.com/news/watch-colorado-mother-rebukes-critical-race-theory-as-nightmare-that-needs-to-end-now?utm_source=facebook&utm_medium=social&utm_campaign=mjk,NA,NA,WATCH: Colorado Mother Rebukes Critical Race Theory As ‘Nightmare’ That Needs To ‘End Now’,A mother rebuked a Colorado school board for implementing critical race theory into the school’s curriculum under the guise of “equity.”,NA,NA,NA,26.98,Michael Knowles,2021-06-03T00:00:00Z
NA,realCharlieKirk,100044197895731,PERSON,US,Founder & President of Turning Point USA. Proud capitalist. Best Selling Author. Eagle Scout.,2017-08-23T02:20:02Z,932190,2031598,2021-06-01T21:00:46Z,2021-06-01,21:00:46,Link,31558,19457,918,3796,7151,8,13,2,1,212,NA,-,0,0,0,N/A,https://www.facebook.com/112735922758892/posts/824425458256598,https://rumble.com/vhwyb1-father-teaches-daughter-the-loving-way-to-think-bashing-critical-race-theor.html?mref=4pvd7&mc=b2gay,https://rumble.com/vhwyb1-father-teaches-daughter-the-loving-way-to-think-bashing-critical-race-theor.html?mref=4pvd7&mc=b2gay,NA,NA,Father Teaches Daughter the Loving Way to Think — Bashing Critical Race Theory,"For more exclusive interviews, insight, and analysis like this, SUBSCRIBE to The Charlie Kirk Show TODAY https://apple.co/2VCxGsh:=:https://podcasts.apple.com/us/podcast/the-charlie-kirk-show/id1460600818 And for EVEN MORE tune in to The Charlie Kirk Show LIVE on Salem Radio",NA,NA,NA,9.15,Charlie Kirk,2021-06-02T00:00:00Z
NA,stevencrowderofficial,15139936162,COMEDIAN,US,Comedian. American.,2008-03-28T14:54:41Z,2782010,3054800,2021-07-19T20:47:42Z,2021-07-19,20:47:42,Link,31538,24220,815,2809,3294,65,261,4,18,52,NA,-,0,0,0,N/A,https://www.facebook.com/15139936162/posts/10159473678866163,Awesome news!,https://www.louderwithcrowder.com/crt-federal-education-grants,NA,NA,Parents Win! Biden Admin Backs Down From Requiring CRT for Federal Education Grants,Take a bow!,NA,NA,NA,4.77,Steven Crowder,2021-07-20T00:00:00Z
