Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
KCRG-TV9,kcrgtv9,57827502171,TV_CHANNEL,US,"Official page of Your Trusted Local News and Weather Source, KCRG-TV9",2/25/09 23:25,194861,221512,2021-07-07 10:24:14 EDT,7/7/21,10:24:14,Link,396,192,91,10,50,4,33,1,14,1,,-,0,0,0,N/A,https://www.facebook.com/57827502171/posts/10157822790817172,"One of the nation’s largest teachers unions on Tuesday vowed to defend members who are punished for teaching an “honest history” of the United States, a measure that’s intended to counter the wave of states seeking to limit classroom discussion on race and discrimination.",https://www.kcrg.com/2021/07/07/union-will-defend-teachers-critical-race-theory-fights/,,,Union will defend teachers in ‘critical race theory’ fights,"One of the nation’s largest teachers unions on Tuesday vowed to defend members who are punished for teaching an “honest history” of the United States, a measure that’s intended to counter the wave of states seeking to limit classroom discussion on race and discrimination.",,,,3.22
Corpus Christi Independent School District,CCISD,1.02176E+11,PUBLIC_SCHOOL,US,"Committed to developing hearts and minds, Corpus Christi Independent School District serves over 39,000 students at 56 campuses within 68 square miles. For more info check out www.ccisd.us.",7/17/09 16:29,26135,27850,2021-07-06 17:50:28 EDT,7/6/21,17:50:28,Status,241,96,70,31,36,0,4,1,1,2,,-,0,0,0,N/A,https://www.facebook.com/102175829311/posts/10159528385579312,"Corpus Christi ISD statement regarding critical race theory inquiries Corpus Christi ISD, along with school districts across the nation, has received inquiries regarding critical race theory and how it relates to our schools. We serve nearly 35,000 students with a variety of thoughts, beliefs, perspectives and experiences. We value each child and strive to provide a warm, welcoming environment for every employee, student and family. It is important to note that critical race theory is not part of our social studies curriculum and has never been part of social studies curriculum in Texas. Throughout CCISD, we promote a culture of acceptance, understanding and achievement for all students and families. Additionally, we provide culturally relevant teaching training for staff, and celebrate a variety of cultural holidays throughout the school year. As a district, we remain committed to continuous improvement so that all students have the same opportunities to attain the educational success they are capable of achieving. We also take our role as stewards of public funds seriously, and provide preK-12 education in accordance with state standards. As our community remains focused on the important work yet to be done in healing from the effects of the pandemic, including its effect on our students’ learning, we remind those contacting our schools and district offices that any communication with our staff should be made in the respectful manner that we consistently strive to model for our students. While courteous communication is always an expectation, treating each other with respect is key to our staff’s recovery from an extraordinarily challenging 2020-2021 school year. We look forward to continuing to serve our community and to welcoming students back to campus on Tuesday, Aug. 10.",,,,,,,,,1.54
KIPP Public Schools,KIPPFoundation,2.76593E+11,NON_PROFIT,US,"KIPP Public Schools is a national network of public charter schools that prepares students with the skills and confidence to create the future they want for themselves, their communities, and us all. ",1/29/10 19:15,41883,43288,2021-07-06 12:42:49 EDT,7/6/21,12:42:49,Link,2,1,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/276593497919/posts/10159451550727920,"Science teacher at KIPP Indy Public Schools, Ronak Shah, writes about the long-lasting impact of the racial divide between Indianapolis districts, with one of the lasting effects being environmental injustice. When Ronak’s students asked why they haven’t seen or heard the cicadas they heard all about from the news and internet memes, he turned to the historical lines of segregation for answers. Read Ronak Shah’s Chalkbeat Indiana article to learn more about why he feels it’s necessary to answer his students’ questions honestly and teach them about the history of racism that exists in our country. https://in.chalkbeat.org/2021/6/28/22550964/cicadas-environmental-racism-indianapolis-critical-race-theory-crt",https://in.chalkbeat.org/2021/6/28/22550964/cicadas-environmental-racism-indianapolis-critical-race-theory-crt,,,"When students ask why they haven’t seen cicadas, we need to talk about environmental racism",Laws targeting critical race theory shouldn’t keep teachers from giving children an honest answer.,,,,-0.88
Morgan County R-II School District,MCR2Schools,2.0068E+14,PUBLIC_SCHOOL,US,The official Facebook page of Morgan County R-II School District. ,9/18/11 4:09,3158,3313,2021-06-30 17:25:14 EDT,6/30/21,17:25:14,Link,131,61,10,38,21,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/200680193332454/posts/4211209565612810,"A Statement From The Superintendent of Schools, Dr. Steve Barnes: We understand that many rumors and misinformation have been circulating online about what the Morgan County R-II School District is teaching, and we’d like to address that so you know what is going on in our classrooms. The number one thing to know is that what has been taught at Morgan County R-II will continue to be taught at Morgan County R-II. To address possible misunderstandings: - We are not adopting Critical Race Theory (or something similar) and we are also not changing words used to sneak in a political agenda or a particular program under a different name. That is not who we are. We will always be transparent about what children are learning in the classrooms and always look for ways to do better when we can. Critical Race Theory (CRT) is not a part of the social studies or any other curriculum, or in the Missouri State Standards, and we have no plan on changing that. CRT is an analytical tool that is used at the university level for evaluating the legal system and is not appropriate for the K-12 curriculum. - We do not have any classes that teach students to be ethnically a certain way. (The example asked about has been – “teaching students to be less white”. That is not and will not be a class.) - We do not have any classes that teach students about their gender roles and responsibilities. (The example asked about has been – “teaching boys to be more effeminate”. That is not and will not be a class.) In summary, the curriculum your children have learned in the past is the same curriculum that will be in place next year. We are aligned directly with the Missouri State Standards, and if you ever have questions about our curriculum, please do not hesitate to call the Central Office at 573-378-4231 or contact your building principal. You can also view our curriculum by clicking on this link: https://www.versaillestigers.org/curriculum.",https://www.versaillestigers.org/curriculum,,,Curriculum,,,,,5.7
Legacy Preparatory Charter Academy,legacypcadfw,2.69239E+14,SCHOOL,US,"The mission of Legacy Preparatory Charter Academy is to prepare all students to become college and career ready by promoting individual ownership of the learning process through the development of intellectual and emotional independence, while instilling the values needed to become successful leaders in the 21st century. ",5/18/12 13:23,3337,3440,2021-06-27 08:48:46 EDT,6/27/21,8:48:46,Live Video Complete,1,0,0,0,1,0,0,0,0,0,share,No,31,650,0,0:32:36,https://www.facebook.com/269239266507720/posts/3915745188523758,"It’s that time in the morning! My 30 minute podcast will look at the impact that critical race theory is having on parents, school districts, and school boards all over the country. I’ll also will examine the Supreme Court ruling on the NCAA’s limits on education-related benefits for Student Athletes. Thank you to Judge John Payton for joining me today. Only on the Ask Dr. B. Good Show! Stay tuned! https://fb.watch/6ob2Ci5C6j/:=:https://www.facebook.com/AskDr.B.Good/videos/602200217364328/?extid=NS-UNK-UNK-UNK-IOS_GK0T-GK1C",https://www.facebook.com/AskDr.B.Good/videos/602200217364328/,,,Ask Dr. B. Good,"#AskDrBGood s2e24 Pay College Athletes?
Ask Dr. B Good Pub Ed Expert & Superintendent
Today we’re going to look at the impact that critical race theory is having on parents, school districts, and school boards all over the country.
We also will examine the supreme court ruling on the NCAA’s limits on education-related benefits for Student Athletes. 
Only on the Ask Dr. B. Good Show! 
Stay tuned!",,,,-32
Quality Education Academy,qeschools,2.02012E+14,PUBLIC_SCHOOL,US,Our Commitment to Excellence is Our Commitment to You.,8/20/13 0:47,1647,2333,2021-06-26 21:24:07 EDT,6/26/21,21:24:07,Native Video,10,3,1,4,2,0,0,0,0,0,owned,Yes,575,852,0,0:07:44,https://www.facebook.com/202012446626026/posts/1788128624681059,"With all the national debate about teaching critical race theory in public schools, we are sticking to our mission-specific outcomes-engendering pride in our indigenous cultures. 2021-2022 school year will be our 30th year teaching our children ALL of world and US history. Our graduates speak for themselves. It works. #QEA30yrsStrong",https://www.facebook.com/qeschools/videos/1777933469060494/,,,,,,,,-2
Snohomish School District,snohomishschooldistrict,1.36141E+11,PUBLIC_SCHOOL,US,"The Snohomish School District, in its commitment to excellence, places the success of each student at the center of all decisions and actions. Partnerships and strong academic programs ensure competent, responsible, lifelong learners.",8/18/09 0:58,10395,11063,2021-06-25 15:15:41 EDT,6/25/21,15:15:41,Link,74,37,36,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/136141411096/posts/10157736871196097,"Dear Community, As a follow-up to the conversations occurring in our community, I wanted to provide you with information about what is/is not occurring in the Snohomish School District in regard to Critical Race Theory (CRT), sexual education curriculum and use of masks/face coverings. And more importantly, I want to emphasize that the Snohomish School District is dedicated to each and every student’s education and strives to create a welcoming and inclusive environment for all. Our goal is to ensure that any student who entrusts us with their education earns their diploma while having a safe and positive experience in our schools. As summer is upon us and we prepare for full-time, in-person school next fall, I look forward to continuing our conversations around the quality of education in Snohomish. Thank you for your time, it is a pleasure to serve as your superintendent. Kent Critical Race Theory (CRT) The Snohomish School District does not have a Critical Race Theory (CRT) curriculum or class, nor does the state mandate we do so. Snohomish School District strives for equity through the efforts of removing all barriers to learning and by doing so seeks to honor and value the lives of each and every student, staff, and community member regardless of race, ethnicity, sex, gender identity, sexual orientation, religion, neurodiversity, social class or disability. Masks/face coverings The Centers for Disease Control and Prevention, Washington State Department of Health, the Washington Office of Superintendent of Public Instruction (OSPI) and Snohomish Health District have all noted masks are currently required for all individuals in the school setting (K-12). The district must follow the student health and safety requirements mandated by these entities. This is a state mandate that our neighboring school districts all follow as well. As we work through the summer, we fully anticipate that guidance from federal, state and local health partners may be changing regarding many of the COVID-19 health and safety aspects. Although we have no advance notice of what those changes may be, we will adapt accordingly and throughout the summer district teams will work to prepare our schools, classrooms and spaces to accommodate full, in-person enrollment. We will communicate any changes as soon as we are made aware. Sexual education curriculum Our district offers human growth and development curriculum to students in 5th through 9th grades. Our adopted curriculum used in the classroom, which is available at www.sno.wednet.edu/healtheducation,:=:https://www.sno.wednet.edu:443/healtheducation, went through our public review process which includes community meetings and input. In addition, each time the curriculum is taught we are required to have community meetings so families have the information before instruction so they can decide whether to opt their child out of the lessons. Senate Bill 5395, passed by the Legislature and the voters in 2020, took effect on December 3, 2020. It requires all Washington public schools to provide comprehensive sexual health education instruction that is medically and scientifically accurate, evidence-informed, age-appropriate, aligned with health and learning standards, and inclusive of all students regardless of their protected class status. The bill defines comprehensive sexual health education as recurring instruction in human development and reproduction that is age-appropriate and inclusive of all students. The bill maintains the right for parents/guardians to opt their children out of sexual health education instruction at any time. According to the requirements of Senate Bill 5395: Beginning in the 2021−22 school year • Schools must begin providing comprehensive sexual health education at least twice between grades 6−8 and at least twice between grades 9−12. For example, to meet the requirements for grades 6–8, schools may choose to provide instruction once in grade 6 and once in grade 8. The instruction must also include age-appropriate information about affirmative consent and bystander training. • Schools must inform the Office of Superintendent of Public Instruction (OSPI) of any curricula used to provide comprehensive sexual health education and describe how their instruction aligns with the requirements of the bill. •The Snohomish School District adopted human growth and development curriculum used in our 6th through 9th grade classrooms is available at www.sno.wednet.edu/healtheducation.:=:https://www.sno.wednet.edu:443/healtheducation. Opt out is available for anyone who does not want to participate. Beginning in the 2022−23 school year • Schools must provide social emotional learning (SEL) to students in grades K−3. There is no sexual health content required for students in grades K–3. • Schools must begin providing comprehensive sexual health education at least once between grades 4−5. Instruction on human growth and development (puberty) generally begins in 5th grade....",https://www.sno.wednet.edu/healtheducation,,,Health Education / Health Education,"HIV/AIDS prevention will be taught this year in 5th and 6th grade only as required by the state. Families are invited to attend a presentation to learn about the lessons, activities and resources that will be used to teach the topic and the opt-out process.  ",,,,1.32
Caledonia Area Public Schools,cps.k12.mn.us,8.31441E+14,SCHOOL,US,"Caledonia Area Public Schools serves the communities of Caledonia, Brownsville, Eitzen and Freeburg in Southeastern Minnesota.",8/13/14 1:48,1281,1357,2021-06-22 12:08:03 EDT,6/22/21,12:08:03,Status,28,27,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/831440620208616/posts/4566237923395515,Some questions have been brought to school administration regarding Critical Race Theory (CRT). Caledonia Area Public Schools does not teach Critical Race Theory to our students as CRT does not appear anywhere in the Minnesota State Standards.,,,,,,,,,-1.18
Rocketship Public Schools,RocketshipSchools,1.43359E+14,PUBLIC_SCHOOL,US,"We are a collective of parents, teachers, leaders, and students working together to transform the future for low-income communities across our country. At Rocketship Public Schools, we are unleashing potential.",2/1/11 8:25,11842,12430,2021-06-19 12:00:08 EDT,6/19/21,12:00:08,Photo,13,7,0,0,6,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/143358642391657/posts/4200880303306117,"On this day in 1866, African Americans celebrated the first anniversary of their freedom from slavery. Today, 155 years later, we celebrate Juneteenth as a federal holiday for the first time in history. Though we’ve come a long way, we still have much further to go. Presently, lawmakers across the nation are pushing to ban the teaching of critical race theory in schools. What, we ask, is the point of acknowledging Juneteenth if we cannot teach the history behind it? As educators, our fight for equity starts in the classroom. Today and every day, we commit to educating our students on the true history of this nation, and teaching all of our Rocketeers to be anti-racist.",https://www.facebook.com/RocketshipSchools/photos/a.361639430563576/4200880303306117/?type=3,,"""TODAY ON JUNETEENTH, the day we celebrate the end of slavery, the day we memorialize those who offered us hope for the future and the to day when we renew our commitment struggle for freedom."" Angela Davis",Timeline photos,,,,,-2
Oakland Unified School District,ousdnews,1.00065E+14,PUBLIC_SCHOOL,US,Oakland Unified is California's most-improved urban school district over the past decade.,7/27/10 19:33,11154,12486,2021-06-18 03:05:50 EDT,6/18/21,3:05:50,Photo,26,16,3,4,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/122688404444202/posts/4095438330502503,"Dear Oakland Unified Community, I write to you with a full heart today. Something has happened that was long overdue in our nation, and I want to celebrate it with the entire district. Congress passed and then President Joe Biden signed into law a federal holiday on June 19th, or Juneteenth, commemorating the end of enslavement in the United States. June 19, 1865 is the day that “Union Major General Gordon Granger announced the end of slavery in Galveston, Texas, in accordance with President Abraham Lincoln's 1863 Emancipation Proclamation,” according to CNN. Texas became the final state to end enslavement. Juneteenth is a day that Black people have long celebrated, but that many other Americans know little to nothing about. But as it’s now recognized as a federal holiday, that will change, and I look forward to adding more information about the holiday and its history to our curriculum. To keep things real here, we as a nation simply have not properly confronted our past crimes against humanity that took place during a 250 year period in the form of human bondage, abuse, and murder. It’s long past time that our country honors the lives lost to enslavement and all the people who survived it to see their emancipation, and celebrates the triumph over this evil system that built so much of our country and its wealth through the enslavement of millions of Black lives. Of course, this move by Congress and President Biden comes amid a national reckoning with issues of race, and a terrible spike in racist behavior. It also comes as some people across the country fight against efforts to teach “critical race theory,” which gives a direct and honest accounting of the history of race and racism in our society. Martin Luther King, Jr. reminded us that “the arc of the moral universe is long, but it bends toward justice.” This is one more important curve toward justice for everyone, but we still have a long way to go. Now, as the signing of the bill by the president comes just two days before the holiday it proclaims, we, the District, are unable to facilitate the holiday for our staff this year. So, Friday, June 18 is a normal work and summer learning day in OUSD. Even though tomorrow is still a work and school day in OUSD, I want to wish everyone in our community a wonderful, thoughtful, and reflective Juneteenth on Saturday as we work toward a more just society for all. In community, Dr. Kyla Johnson-Trammell Superintendent",https://www.facebook.com/ousdnews/photos/a.124078947638481/4095429500503386/?type=3,,JUNE EENTH FREEDOM DAY,,,,,,-1.65
Washtenaw Intermediate School District,WashISD,1.25806E+14,PUBLIC_SERVICES_GOVERNMENT,US,"Washtenaw ISD's mission is to promote the continuous improvement of achievement for every student while providing high-quality service to our customers through leadership, innovation, and collaboration.",6/25/12 15:53,2087,2362,2021-06-17 16:10:58 EDT,6/17/21,16:10:58,Link,22,19,0,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/125805980893344/posts/2085372198270036,"Dr. Shayla Griffin, WISD's Equity and Social Justice Consultant, on Critical Race Theory and why white students must be included in our equity efforts.",https://link.medium.com/OUPIbDjj9gb,https://rsci.app.link/OUPIbDjj9gb?_p=c51629c69a1c66f2ea038cfde1,,The “Critical Race Theory” Panic Reveals Why White Students Must Be Included in Our Equity Efforts,"Over the past few months, schools across the country have been embroiled in controversy as far-right leaders attempt to ban the teaching…",,,,-1.09
Wayne Township Public Schools,WaynePublicSchools,3.70428E+14,PUBLIC_SCHOOL,US,"The Wayne Township public school district consists of 2 high schools, 3 middle schools, 9 elementary schools and 1 early childhood center. These 15 schools serve more than 8,500 students.",4/6/12 16:22,3995,4656,2021-06-17 15:22:43 EDT,6/17/21,15:22:43,Photo,4,2,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/370428359664173/posts/5732892710084351,"Currently, a debate is playing out in communities across the United States regarding Critical Race Theory and public schools. For example, on Tuesday, the Governor of Texas signed a bill into law that does not name Critical Race Theory specifically, but instead, bans teachers from teaching topics and ideas closely associated with Critical Race Theory. Some of the topics and ideas at issue include diversity and inclusion, anti-racism training, inherent racism, equity, social justice, multiculturalism, and the 1619 Project. Click to read the complete letter and FAQs: http://bitly.ws/ejzw:=:https://nj02210894.schoolwires.net/cms/lib/NJ02210894/Centricity/domain/8/file/announcements/Letter%20from%20the%20Superintendent%206%2017%2021.docx.pdf",https://www.facebook.com/WaynePublicSchools/photos/a.390389597668049/5732891070084515/?type=3,,"LETTER FROM THE SUPERINTENDENT June 17, 2021 Wayne Township Public Schools",,,,,,-5
"The Griffin-Spalding County School System, Griffin GA",GSCSS,1.91856E+14,PUBLIC_SCHOOL,US,"We are an accredited quality school system serving just under 10,000 students in our 19 schools.",8/9/11 14:50,8866,9371,2021-06-16 15:34:51 EDT,6/16/21,15:34:51,Link,100,35,38,20,7,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/191856137544050/posts/4310951968967759,,https://announcements.catapultcms.com/utilities/SharePost.aspx?capostid=36438,http://www.spalding.k12.ga.us/announcements/?capostid=36438,,School Superintendent Simmons Releases Statement Regarding No Critical Race Theory,"On Tuesday, June 15, Griffin-Spalding County School System (GSCS) Superintendent Keith Simmons made a public statement at the end of the Board of Education work session. He stated to the board, those in attendance and to the public audience watching virtually, “I want to be clear. In the Griff...",,,,2.04
Woodland Joint Unified School District,WoodlandCaSchools,2.88497E+14,PUBLIC_SERVICES_GOVERNMENT,US,"WJUSD provides preschool through high school education to more than 10,000 students in the Woodland, Knights Landing, Yolo and Zamora communities. ",8/8/16 22:48,2599,2807,2021-06-15 11:38:33 EDT,6/15/21,11:38:33,Photo,42,30,5,4,2,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/288497261516627/posts/1411263822573293,"Chris joined the WJUSD team on May 3, 2021. Mr. Aldaco recently obtained a Master of Arts in Education from Cal State Long Beach and has over eight years of experience in education. As a college access advisor, he helped cultivate a 4-year college pathway for first-generation families. As an education coordinator at Homeboy Industries, he assisted formerly gang-involved and previously incarcerated men and women get on track for college. Mr. Aldaco's role will be to provide coaching, support, and professional development to the CAFÉ specialists and our community. He uses Critical Race Theory, Culturally Relevant Pedagogy, and the concept of Community Cultural Wealth to guide his work. Chris will support district-wide and site equity-centered engagement efforts. Cristóbal se unió al equipo de WJUSD el 3 de mayo de 2021. Recientemente, el Sr. Aldaco obtuvo una Maestría en Educación de la Universidad Estatal de California, Long Beach, y tiene más de ocho años de experiencia en educación. Como asesor de acceso a la universidad, ayudó a cultivar un camino universitario para familias de primera generación. Como coordinador de educación en Homeboy Industries, ayudó a hombres y mujeres que habían estado involucrados en pandillas y anteriormente encarcelados a encaminarse hacia la universidad. El Sr. Aldaco tiene la responsbilidad de brindar entrenamiento, apoyo y desarrollo profesional a los especialistas de CAFÉ y nuestra comunidad. Cristóbal utiliza la Teoría Crítica de la Raza, la Pedagogía Culturalmente Relevante y el concepto de Riqueza Cultural Comunitaria para guiar su trabajo. Cristóbal apoyará los esfuerzos de participación centrados en la equidad en todo el distrito escolar.",https://www.facebook.com/WoodlandCaSchools/photos/a.1152119441821067/1411263792573296/?type=3,,"Chris/Cristóbal Aldaco, CAFÉ Manager mayo Recientemente, Universidad deCal asesor hombre CAFÉ nuestra tiene los quidad trabajo. Cristóbal T”a Riqueza esfuerzos participación ""Nada sucede el mundo ""real"" a menos que suceda primero imágenes que tenemos en la cabeza"" Gloria Anzaldua Chris/Cristóbal Aldaco, CAFÉ Manager joined WJUSD team May 2021. Aldaco recently obtained Master Artsi Educatio from Long Beach over eight previously first-generation assisted formerly gang- track andsit Culturally Relevant Pedagogy. concept Cultural Wealth guide Chris will support district- ""Nothing happens in the ""real"" world unless first happens in the images in our heads"" Gloria Anzaldua",,,,,,1.62
KCRG-TV9,kcrgtv9,57827502171,TV_CHANNEL,US,"Official page of Your Trusted Local News and Weather Source, KCRG-TV9",2/25/09 23:25,194509,220395,2021-06-11 20:41:05 EDT,6/11/21,20:41:05,Link,308,152,58,5,19,3,6,1,62,2,,-,0,0,0,N/A,https://www.facebook.com/57827502171/posts/10157778086432172,"Florida’s state Board of Education banned “critical race theory” from public school classrooms on Thursday, adopting new rules it said would shield schoolchildren from curricula that could “distort historical events.”",https://www.kcrg.com/2021/06/11/florida-bans-critical-race-theory-its-classrooms/,,,Florida bans ‘critical race theory’ from its classrooms,"Florida’s state Board of Education banned “critical race theory” from public school classrooms Thursday, adopting new rules it said would shield schoolchildren from curricula that could “distort historical events.”",,,,2.5
KCRG-TV9,kcrgtv9,57827502171,TV_CHANNEL,US,"Official page of Your Trusted Local News and Weather Source, KCRG-TV9",2/25/09 23:25,194485,220171,2021-06-09 08:51:03 EDT,6/9/21,8:51:03,Link,197,60,58,7,9,2,1,3,57,0,,-,0,0,0,N/A,https://www.facebook.com/57827502171/posts/10157772742707172,"ICYMI: Gov. Reynolds signed a large number of bills on Tuesday, including one that limits who can drop off an absentee ballot for a voter, and another that bans the teaching of critical race theory in public schools, which Reynolds called ""discriminatory indoctrination.""",https://bit.ly/3cubUOL,https://www.kcrg.com/2021/06/08/reynolds-signs-bills-limiting-voting-divisive-teaching/,,"Reynolds signs bills limiting voting, ‘divisive’ teaching","The bills, passed by the Republican-controlled statehouse, set strict limits on who can assist voters in delivering ballots and bans teaching of certain topics on race and sex discrimination.",,,,1.61
KCRG-TV9,kcrgtv9,57827502171,TV_CHANNEL,US,"Official page of Your Trusted Local News and Weather Source, KCRG-TV9",2/25/09 23:25,194472,220077,2021-06-08 19:40:03 EDT,6/8/21,19:40:03,Link,"1,179",342,341,33,63,9,3,18,370,0,,-,0,0,0,N/A,https://www.facebook.com/57827502171/posts/10157771905257172,"Gov. Reynolds signed a large number of bills on Tuesday, including one that limits who can drop off an absentee ballot for a voter, and another that bans the teaching of critical race theory in public schools, which Reynolds called ""discriminatory indoctrination.""",https://www.kcrg.com/2021/06/08/reynolds-signs-bills-limiting-voting-divisive-teaching/,,,"Reynolds signs bills limiting voting, ‘divisive’ teaching","The bills, passed by the Republican-controlled statehouse, set strict limits on who can assist voters in delivering ballots and bans teaching of certain topics on race and sex discrimination.",,,,9.66
Silver Falls School District,silverfallsschools,4.72914E+14,PUBLIC_SCHOOL,US,"The official Facebook page of the Silver Falls School District, serving the cities of Silverton and Scotts Mills, Oregon, and their surrounding communities.",8/4/14 16:43,2281,2501,2021-06-08 18:44:50 EDT,6/8/21,18:44:50,Link,16,11,1,3,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/472913552811600/posts/3317819714987622,https://silverfallsschools.org/2021/06/08/combating-rumors-regarding-shs-graduation-critical-race-theory/,https://silverfallsschools.org/2021/06/08/combating-rumors-regarding-shs-graduation-critical-race-theory/,,,Combating Rumors Regarding SHS Graduation & Critical Race Theory,"Good afternoon, Silver Falls Families. Recently, we’ve heard a number of rumors and theories circulating in our community. We’re writing today to debunk several of those rumors, as well as to provide ways you can ensure the information you’re hearing comes from a reliable source. SHS Community...",,,,-1.62
Kansas City Public Schools,kcpublicschools,1.3772E+14,PUBLIC_SCHOOL,US,"Official page of the Kansas City Public Schools, dedicated to graduating college, career, & workforce ready students. www.kcpublicschools.org",6/23/10 14:47,11229,12377,2021-05-27 10:11:04 EDT,5/27/21,10:11:04,Link,23,1,1,10,0,0,0,1,10,0,,-,0,0,0,N/A,https://www.facebook.com/137720132910139/posts/4690600610955379,,https://www.kansascity.com/news/politics-government/article251706713.html,,,Missouri GOP lawmakers want special session to restrict ‘critical race theory’ in schools,GOP politicians have attempted to ban the academic concept and The 1619 Project from public schools in about a dozen states.,,,,-2.7
Kansas City Public Schools,kcpublicschools,1.3772E+14,PUBLIC_SCHOOL,US,"Official page of the Kansas City Public Schools, dedicated to graduating college, career, & workforce ready students. www.kcpublicschools.org",6/23/10 14:47,11230,12378,2021-05-26 17:35:22 EDT,5/26/21,17:35:22,Link,38,18,0,10,9,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/137720132910139/posts/4688327021182738,"""We’ve provided context for the legislature throughout the spring, relaying the injustice, short-sightedness and unworthy attempt to squash diverse and inclusive conversation and learning."" -KCPS, now and always",https://www.kansascity.com/news/politics-government/article251648783.html,,,Critical race theory roils Kansas and Missouri politics. Here’s what it is and is not,Experts say GOP politicians don’t understand the concept.,,,,-1.63
Isle of Wight County Schools,IsleofWightCountySchools,1.20374E+14,PUBLIC_SCHOOL,US,"The mission for Isle of Wight County Schools is to enhance and expand on each child’s unique gifts and talents to ensure every child is college, career and life ready.

",4/24/10 7:53,4070,4754,2021-05-21 15:00:00 EDT,5/21/21,15:00:00,Native Video,40,14,16,3,2,0,3,0,1,1,owned,Yes,1107,1137,0,0:03:42,https://www.facebook.com/120373721313254/posts/4744237268926853,"In this edition of our series, The ""Why"" in Equity, Dr. Thornton discusses ways in which equity is being implemented in K-12 curriculum. In doing so, he addresses some of the communities concerns by ensuring that Critical Race Theory and the 1619 Project are not being implemented into the K-12 curriculum.",https://www.facebook.com/IsleofWightCountySchools/videos/233483218537305/,,,Equity in Curriculum,,,,,-1.77
Cobb County Schools,cobbschools,84712514466,PUBLIC_SCHOOL,US,"One Team, One Goal: Student Success

Subscribe to our Podcast!

iTunes: https://apple.co/2MzYGoI

Spotify: https://spoti.fi/2XZADB6

Sticher: http://www.stitcher.com/s?fid=211114",5/1/09 0:00,47311,51217,2021-05-21 11:12:28 EDT,5/21/21,11:12:28,Photo,785,197,382,38,67,4,3,6,87,1,,-,0,0,0,N/A,https://www.facebook.com/84712514466/posts/10159900771419467,"“As long as I am Superintendent, I will commit to keeping any theory or curriculum, which is not part of Georgia's standards, out of every Cobb County classroom.” - Superintendent Chris Ragsdale https://www.cobbk12.org/_ci/p/45761",https://www.facebook.com/cobbschools/photos/a.10153024512554467/10159900770219467/?type=3,,COBB COUNTY SCHOOL SCT SNETEAM HEGOAL DENTSUCCES SUPERINTENDENT'S STATEMENT ON CRITICAL RACE THEORY,,,,,,8.53
Dallas ISD,dallasisd,1.00065E+14,LOCAL,US,"Welcome to the official page of the Dallas Independent School District. 
En Español: facebook.com/d",5/11/10 19:45,71278,81423,2021-05-19 14:02:57 EDT,5/19/21,14:02:57,Live Video Complete,5,3,0,2,0,0,0,0,0,0,share,No,637,2517,0,0:42:08,https://www.facebook.com/125468464136753/posts/4701393813210839,Superintendent Hinojosa is joining a virtual news conference focusing on the Critical Race Theory Bill. He joins other area superintendents to share concerns about the bill and how it would negatively impact school districts. Watch ⬇,https://www.facebook.com/TxTLEEC/videos/218171906510512/,,,Texas Legislative Education Equity Coalition,"BREAKING: The Coalition against #HB3979 is hosting a virtual press conference featuring students, teachers, educators, and superintendents who OPPOSE this bill. Our voices matter. #SaveCivicsEd",,,,-9.6
