post_created_date,page_name,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,message,url,nces_id,post_id,overperforming,followers_at_posting,state_combined,n_students_combined
11/15/21,Lawrence Public Schools,Photo,12,9,0,3,0,0,0,0,0,0,"During this American Education Week, schools are facing so many challenges. How can we support them? Here are a few suggestions: Celebrate students by attending a play, concert, sporting event, or student activity. Mentor a student or share your career path, professional expertise, or cultural traditions with a class. Volunteer with a local organization supporting children and youth at www.unitedwaydgco.org.:=:https://www.unitedwaydgco.org/ Reinforce at home with your children positive behavior expectations, including safety, health and wellness, self-regulation, respect, responsibility, kindness, cooperation, empathy. Participate in a parent organization, booster club, or school advisory committee. Donate classroom supplies, warm clothing, socks and underwear, and hygiene items to schools. Refer a friend or consider substitute teaching, driving a bus, or applying for a job in our schools at mhedteach.com, workatfirst.com, and www.usd497.org/Apply.:=:https://www.usd497.org/errors/404.aspx?aspxerrorpath=/Apply. Stay informed by reading teacher communications and school newsletters, following our official accounts on social media, or watching a school board meeting. Critically evaluate information about schools and seek the facts. (No, we don’t teach Critical Race Theory. Yes, culturally relevant teaching is a best practice.) Advocate for your school - The legislative session starts in January! (See www.usd497.org/Educate:=:https://www.usd497.org/Educate Lawrence.) T.H.I.N.K. before you post or share information about schools: Is it True? Helpful? Inspiring? Necessary? Kind? Send thank-you notes to bus drivers, teachers, paras, secretaries, food service and custodial personnel, nurses, technology staff, librarians, administrators, school board members, and other professionals supporting students. Nominate school staff for recognition at www.usd497.org/Recognition.:=:https://www.usd497.org/errors/404.aspx?aspxerrorpath=/Recognition. Support the Lawrence Schools Foundation at www.lawrenceschoolsfoundation.org.:=:https://lawrenceschoolsfoundation.org/ Contact your child’s school for more ideas!",https://www.facebook.com/207952675960124/posts/4539114369510578/,2008400,207953000000000,-3,9217,KANSAS,11427
9/29/21,Ankeny Community School District,Link,11,10,0,0,1,0,0,0,0,0,Be sure to join us tonight! Questions are being collected beforehand here: http://ow.ly/M3c950GiFPa:=:https://docs.google.com/forms/d/1GVk6E-hiPXXruQ2KamuG8_iCgQMR-9L-if5CPSaRyH8/viewform?ts=61422720&edit_requested=true Can't be there in person? Tune in at youtube.com/AnkenySchools:=:https://www.youtube.com/c/AnkenySchoolsACSD for the live broadcast.,https://www.facebook.com/1643670092589190/posts/3056147138008138/,1903690,164367e10,-5.45,9074,IOWA,12188
9/27/21,Ankeny Community School District,Live Video Scheduled,11,7,4,0,0,0,0,0,0,0,NA,https://www.facebook.com/1643670092589190/posts/467182961017786/,1903690,164367e10,-3.82,9074,IOWA,12188
9/27/21,Essex Westford School District,Photo,11,9,0,1,1,0,0,0,0,0,#EWSD Director of Equity & Inclusion and Co-Director of Student Support Services Erin Maguire was recently featured on Vermont Edition as part of a conversation around Critical Race Theory: What It Is & What It Isn't. Listen here: https://bit.ly/3zFHsdl:=:https://www.vpr.org/show/vermont-edition/2021-09-22/critical-race-theory-what-it-is-what-it-isnt #4ward2gether,https://www.facebook.com/1799459440323837/posts/3021115828158186/,5000395,179946e10,-2.55,2343,VERMONT,3831
8/4/21,Berkeley Township School District,Link,11,6,0,3,0,2,0,0,0,0,Please visit https://www.njsba.org/news-publications/school-board-notes/july-27-2021-vol-xlv-no-2/what-you-need-to-know-about-educational-equity-and-critical-race-theory/ for information on Educational Equity and Critical Race Theory.,https://www.facebook.com/180358508765847/posts/2361844203950589/,3401560,180359000000000,-2.18,4098,NEW JERSEY,2370
6/26/21,Quality Education Academy,Native Video,10,3,1,4,2,0,0,0,0,0,"With all the national debate about teaching critical race theory in public schools, we are sticking to our mission-specific outcomes-engendering pride in our indigenous cultures. 2021-2022 school year will be our 30th year teaching our children ALL of world and US history. Our graduates speak for themselves. It works. #QEA30yrsStrong",https://www.facebook.com/202012446626026/posts/1788128624681059/,3700025,202012000000000,-2,2333,NORTH CAROLINA,695
9/8/21,McKinley Elementary School,Link,7,3,1,1,2,0,0,0,0,0,NA,https://www.facebook.com/1746775118894838/posts/3109140139324989/,350099000289,174678e10,0.37,476,NEW MEXICO,482
7/7/21,School District 49,Link,7,5,2,0,0,0,0,0,0,0,"Board of Education Regular Meeting Thursday, July, 8 Meeting begins at 6:30 p.m. TOPICS: Improvement to Special Education, Resolution Against, Critical Race Theory, District Boundaries, and many more. More information, agenda and livestream at www.d49.org/BOE:=:https://www.d49.org:443/BOE",https://www.facebook.com/141517542533343/posts/4329740940377628/,0803870,100065000000000,-6,15943,COLORADO,23984
11/16/21,Purpose Preparatory Academy,Photo,6,4,0,0,2,0,0,0,0,0,"#Repost @risestrategygroup ・・・ ""The First Amendment is America, and so is the Trail of Tears — which forcibly displaced the Indigenous People from their land in the name of expansion. The Civil Rights Act of 1964 is America, and so is the Three-Fifths Compromise — which counted each formerly enslaved individual as less than a whole person."" Founder and Head of School of Purpose Preparatory Academy (@purpose_prep) Lagra Newman (@lagra.newman) discusses the need to uplift questions of race and privilege in the classroom now, more than ever. As bills aiming to ban critical race theory from classrooms are dominating national conversations about education, leaders like Lagra are stepping up and causing ""good trouble"" fighting back. Read more in the @tennessean. #linkinbio #goodtrouble #congressmanjohnlewis #criticalracetheory #derrickbell #kimberlecrenshaw #history #teachthetruth #educationisfreedom #knowledgeispower #education #purposeprep",https://www.facebook.com/334507036580879/posts/4704762289555310/,470318002319,334507000000000,-0.54,1988,TENNESSEE,409
9/17/21,Waynesboro Public Schools,Link,6,4,0,1,1,0,0,0,0,0,NA,https://www.facebook.com/102747794870292/posts/348887733589629/,510393001754,102748000000000,-4.83,1314,VIRGINIA,245
9/3/21,Stark County CUSD 100,Link,6,4,1,1,0,0,0,0,0,0,"Check out our Weekly Parent Update from Mr. Elliott #leveluprebelup #PrideandExcellence Good afternoon Rebels, This is your proud Superintendent, Mr. Elliott, with your weekly update for Friday September 3, 2021. Congratulations: Congratulations the Stark County Board of Education who has been selected for the 2021 IASB School Governance Recognition for Excellence in School Board Leadership. The SC Board of Education will be honored later this fall. We want to thank the current and former board leadership for the great accomplishment: Ann Orwig, Bruce West, Brian Rewerts, Dave Steward, Beth Rumbold, Matthew Nagode, Emily Holman and Erin Price. Sex Education and Critical Race Theory Legislation: In regards to recent Illinois Legislation for Sex Education Curriculum and political topic of the Critical Race theory, here is an update in regards to Stark County: 1) New Sex Education: Per the new legislation and ROE, the sex education changes are ONLY for school boards who want to opt into the new expanded curriculum. A school board may choose to stay with our current sex education curriculum. Currently, Stark County Board of Education will not pursue any sex education curriculum changes. 2). The Critical Race Theory is a post graduate level study, not mandated curriculum, that was created at Harvard University. With that stated, the most recent Illinois social studies/history legislation is an “opts school boards can create new courses that focus on Black Lives Matter, Black History, etc. The only requirement curriculum change is to ensure a level Asian American History is taught, which is already in our textbooks/curriculum. Parking: With feedback from the community, we will continue the tradition of allowing parking at home football games at Gary Johnson field. We ask that you enter by 6:30 pm to avoid traffic inside the gates for safety reasons and also allow all foot traffic to exit the stadium before moving your vehicles. Due to a water line repair, all spectators for tonight’s game will enter and pay at the north or south gate. The new middle gate is currently closed. COVID-19 Protocols and On-Site Testing: A reminder to view our COVID-19 protocols for contact tracing and quarantine/isolation posted on our website @stark100. We remind you that options 2-4 are only available if you follow the health departments guidelines of daily check-ins via text or app once placed into COVID isolation or healthy Quarantine. If these daily contacts with the Health Department are not made the time out of school will be 14 days. We are also offering on-site Binax-NOW rapid testing to staff and students in our nurses’ offices if you have a parent consent form on file and opt into Option 4, “Test to Stay” Protocols. Please contact your school for any questions. https://drive.google.com/file/d/11-dWmZiHll-pgfjFpHjZARrI7E7VR67n/view?usp=sharing SC Sportsmanship: As we enter the new year and full athletics seasons, we remind you that here at Stark County we take great pride in representing our schools and communities with good sportsmanship. Please avoid yelling or criticizing players, coaches, officials or programs during games and practices. Also, please use social media to promote our programs in a positive way. The world is filled with negativity, so let’s take the high road and remain positive Stark County. Live Broadcasts Sponsorships and Reserved Football Seating Available: With the pandemic continuing to affect our lives, Stark County will again have live broadcasts of varsity volleyball, football and boys/girls basketball with announcers presenting football and basketball. In order to fund this initiative, we are seeking game sponsors. If your family or business is interested, please check out the criteria for Gold, Silver and Bronze sponsorships posted today on our Facebook and contact me at belliott@stark100.com or 309-695-6123 to participate in sponsorships. We also have our reserved “Red Chair” seating available for home football games. There are still Red Football seats available for purchase at the Gary Johnson Football Field in Wyoming. Cost is $50 each, if interested please contact the HS office. COVID-19 Health Update for August 29 – September 3: • 1 COVID-19 Positive Student Cases (SCES) • 1 Student close contact (SCES, entered into “Test to Stay” protocol) • 0 Staff Cases or Quarantines Principal’s Weekly Updates: A reminder to listen and read your weekly principal updates from Mrs. Bibb and Ms. McGann to prepare you and your children for the week ahead including the SCJSH Open House on Thursday and the full 2021 Homecoming week including event night, bonfire, parade, dance and more! As always, thank you for being the Pride and Excellence of Stark County. Bookshakalaka, take the on a rare….Sunday!!! #LevelUpRebelUp -Mr. Elliott",https://www.facebook.com/322676618110440/posts/1498302857214471/,1737490,322677000000000,-0.62,2421,ILLINOIS,682
8/25/21,Pittsford Central School District,Link,6,1,0,5,0,0,0,0,0,0,"Join Us for Community Forums on Curriculum Updates Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: Secondary Curriculum Review for Grades 6-12 TOMORROW, August 26, 6:30-7:30pm at Calkins Road Middle School, commons Culturally Responsive-Sustaining Education is not the same as Critical Race Theory Culturally Responsive-Sustaining Education is a research-based, NYSED required approach to how we interact in the classroom, in an attempt to connect with each student and help create an environment where everyone reaches their full potential. Critical Race Theory is a term that is being used a lot recently, but is not being taught in our schools. Critical Race Theory is about challenging historical approaches to the teaching of topics connected to race. It is a social and legal construct, typically discussed in university settings. Join us to learn more about the NYSED framework and PCSD curriculum updates by registering here: https://www.pittsfordschools.org/Page/25783. ASL interpretation services will be provided during the events. The forums will be recorded and posted on the PCSD YouTube page.",https://www.facebook.com/185850194793977/posts/4234887569890199/,3623160,185850000000000,-0.57,2861,NEW YORK,5591
8/24/21,Pittsford Central School District,Link,6,3,2,1,0,0,0,0,0,0,"Join Us for Community Forums on Curriculum Updates Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: Elementary Curriculum Review for Grades K-5 TODAY, August 24, 6:30-7:30pm at Calkins Road Middle School, commons Secondary Curriculum Review for Grades 6-12 Thursday, August 26, 6:30-7:30pm at Calkins Road Middle School, commons Culturally Responsive-Sustaining Education is not the same as Critical Race Theory Culturally Responsive-Sustaining Education is a research-based, NYSED required approach to how we interact in the classroom, in an attempt to connect with each student and help create an environment where everyone reaches their full potential. Critical Race Theory is a term that is being used a lot recently, but is not being taught in our schools. Critical Race Theory is about challenging historical approaches to the teaching of topics connected to race. It is a social and legal construct, typically discussed in university settings. Join us to learn more about the NYSED framework and PCSD curriculum updates by registering here: https://www.pittsfordschools.org/Page/25783. ASL interpretation services will be provided during the events. The forums will be recorded and posted on the PCSD YouTube page.",https://www.facebook.com/185850194793977/posts/4231372743575015/,3623160,185850000000000,-0.57,2860,NEW YORK,5591
8/13/21,La Grande School District,Live Video Complete,6,5,0,1,0,0,0,0,0,0,"EO Alive Talked with LGSD's Superintendent George Mendoza and Scott Carpenter this morning 8/13/21. Hot topics discussed were: wearing masks in schools, critical race theory, and essential skills requirements. https://www.facebook.com/EOAliveTV/videos/426189615365140/",https://www.facebook.com/272963731358/posts/10158986166796359/,4107200,272964000000,-4.17,2295,OREGON,2183
5/4/21,Fremont County School District #2,Photo,6,4,0,1,0,0,0,1,0,0,Ram Nation! Always be informed. #RamPride,https://www.facebook.com/1351018414911854/posts/4514079098605754/,5602670,135102e10,-4,544,WYOMING,153
2/11/21,Horizon Science Academy Toledo,Native Video,6,3,0,2,1,0,0,0,0,0,"Today we honor Kimberlé Williams Crenshaw, a pioneering scholar and writer on civil rights, critical race theory, Black feminist legal theory, and race, racism and the law.",https://www.facebook.com/1438392153052120/posts/3525438181014163/,3900510,143839e10,-0.54,1513,OHIO,532
9/19/20,Maricopa County Regional School District #509,Photo,6,4,0,1,1,0,0,0,0,0,"Our teacher-leaders are engaging in a Culturally Responsive Action Team. The purpose is to create informal support sessions and dialogue focused on servant leadership skills, culturally responsive school leadership skills, and critical race theory to engage in self-examination to increase cultural competency through discussions with colleagues. Each week, the team leader posts a short reflection. You can read them at https://www.mcrsd.org/leadership/tag/CRAT",https://www.facebook.com/372894126231026/posts/1507490909438003/,0403860,372894000000000,-0.65,NA,ARIZONA,165
11/2/21,Ocean City Schools,Live Video Scheduled,5,3,2,0,0,0,0,0,0,0,NA,https://www.facebook.com/265858010167239/posts/412546787176438/,3411970,265858000000000,-0.67,2092,NEW JERSEY,2056
8/20/21,Pittsford Central School District,Link,5,1,3,1,0,0,0,0,0,0,"Join Us for Community Forums on Curriculum Updates Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: Elementary Curriculum Review for Grades K-5 Tuesday, August 24, 6:30-7:30pm at Calkins Road Middle School, commons Secondary Curriculum Review for Grades 6-12 Thursday, August 26, 6:30-7:30pm at Calkins Road Middle School, commons Culturally Responsive-Sustaining Education is not the same as Critical Race Theory Culturally Responsive-Sustaining Education is a research-based, NYSED required approach to how we interact in the classroom, in an attempt to connect with each student and help create an environment where everyone reaches their full potential. Critical Race Theory is a term that is being used a lot recently, but is not being taught in our schools. Critical Race Theory is about challenging historical approaches to the teaching of topics connected to race. It is a social and legal construct, typically discussed in university settings. Join us to learn more about the NYSED framework and PCSD curriculum updates by registering here: https://www.pittsfordschools.org/Page/25783. ASL interpretation services will be provided during the events. The forums will be recorded and posted on the PCSD YouTube page.",https://www.facebook.com/185850194793977/posts/4219325594779730/,3623160,185850000000000,-0.64,2855,NEW YORK,5591
8/15/21,Bedford City School District,Link,5,5,0,0,0,0,0,0,0,0,"Tune in Tuesday evening...Dr. Celico is a panelist! EVENT INFORMATION LWVO Protect Honesty In Education: Addressing Censorship and Misinformation in Ohio August 17, 7-8:30pm Register: bit.ly/LWVOProtectHonestyInEducation:=:https://lwvohio.salsalabs.org/protectinghonestyineducation/index.html?eType=EmailBlastContent&eId=ceb04c2d-0494-4537-81a0-bd0a2be87305 FB: https://fb.me/e/IEKYa3qx:=:https://www.facebook.com/events/1146632522492738/ Moderator: Karen Leith, LWVO Advocacy Chair Featuring: Dr. Vince Jungkunz, Associate Professor, Critical Race Theory, Center for Law, Justice & Culture Political Science, Ohio University Meryl Johnson, Board Member, District 11, State Board of Education Dr. Andrea Celico, Superintendent, Bedford City School District Kaia Woodford, President & Co-Founder, Bexley Anti-Racism Project",https://www.facebook.com/153209414692483/posts/5028144583865584/,3910017,100064000000000,-5.8,2593,OHIO,2919
5/19/21,Dallas ISD,Live Video Complete,5,3,0,2,0,0,0,0,0,0,Superintendent Hinojosa is joining a virtual news conference focusing on the Critical Race Theory Bill. He joins other area superintendents to share concerns about the bill and how it would negatively impact school districts. Watch ⬇,https://www.facebook.com/125468464136753/posts/4701393813210839/,481623001232,100065000000000,-9.6,81423,TEXAS,587
5/16/21,Legacy Preparatory Charter Academy,Live Video Complete,5,5,0,0,0,0,0,0,0,0,"Today’s podcast continues in a couple of our growth topics. The first one is a reminder that May is Mental Health Month so will be sharing five steps to mental well-being. We will also explore an article on racism‘s impact on mental health and joining us for that will be our friend Professor Freedom, Clarence Glover. He will also share how addressing systemic white racism is important if we’re going to work together to end racism. Right along with that topic is the current legislation pending or passed in many states on critical race theory. We’ll talk about what it is and why it’s so controversial. Finally, we will see who was selected to be our new US Department of Education Deputy Secretary and the news on what ages can now get vaccinated. Only on the ask Dr. B. Good Show! Stay tuned! https://www.facebook.com/JPKNETWORK/videos/760947637900601/",https://www.facebook.com/269239266507720/posts/3799748630123415/,4801428,269239000000000,-6.4,3423,TEXAS,1513
10/13/21,Burlington School District,Live Video Scheduled,4,2,0,0,2,0,0,0,0,0,NA,https://www.facebook.com/143649550232/posts/577234410229082/,5002820,100064000000000,-0.75,2304,VERMONT,3591
8/23/21,Pittsford Central School District,Link,4,2,1,1,0,0,0,0,0,0,"Join Us for Community Forums on Curriculum Updates Assistant Superintendent for Instruction Melanie Ward will be sharing the NYSED Culturally Responsive-Sustaining Framework and recent updates to Pittsford’s K-12 English/language arts and social studies curriculum at the following events: Elementary Curriculum Review for Grades K-5 TOMORROW, August 24, 6:30-7:30pm at Calkins Road Middle School, commons Secondary Curriculum Review for Grades 6-12 Thursday, August 26, 6:30-7:30pm at Calkins Road Middle School, commons Culturally Responsive-Sustaining Education is not the same as Critical Race Theory Culturally Responsive-Sustaining Education is a research-based, NYSED required approach to how we interact in the classroom, in an attempt to connect with each student and help create an environment where everyone reaches their full potential. Critical Race Theory is a term that is being used a lot recently, but is not being taught in our schools. Critical Race Theory is about challenging historical approaches to the teaching of topics connected to race. It is a social and legal construct, typically discussed in university settings. Join us to learn more about the NYSED framework and PCSD curriculum updates by registering here: https://www.pittsfordschools.org/Page/25783. ASL interpretation services will be provided during the events. The forums will be recorded and posted on the PCSD YouTube page.",https://www.facebook.com/185850194793977/posts/4228493867196236/,3623160,185850000000000,-0.71,2857,NEW YORK,5591
7/13/21,International Charter School,Link,4,3,0,0,1,0,0,0,0,0,NA,https://www.facebook.com/141724789206353/posts/4429948137050642/,4400034,141725000000000,-0.71,1329,RHODE ISLAND,374
7/8/21,KIPP Public Schools,Link,4,2,0,0,2,0,0,0,0,0,"Whether you’ve welcomed the presence of #BroodX or deemed them as a nuisance to your outdoor activities, many have witnessed the billions of cicadas swarming the East and Midwest regions. However, Ronak Shah, a science teacher KIPP Indy Public Schools, was met with questions from his students about the eerie absence of cicadas from their Indianapolis neighborhood. Ronak knew that to honestly address his students’ concerns, they needed to learn about environmental racism, environmental injustice, and other lasting effects of the historical lines of segregation in their city. Read more here: https://in.chalkbeat.org/2021/6/28/22550964/cicadas-environmental-racism-indianapolis-critical-race-theory-crt",https://www.facebook.com/276593497919/posts/10159455896887920/,2200246,276593000000,-0.75,43288,LOUISIANA,884
6/17/21,Wayne Township Public Schools,Photo,4,2,2,0,0,0,0,0,0,0,"Currently, a debate is playing out in communities across the United States regarding Critical Race Theory and public schools. For example, on Tuesday, the Governor of Texas signed a bill into law that does not name Critical Race Theory specifically, but instead, bans teachers from teaching topics and ideas closely associated with Critical Race Theory. Some of the topics and ideas at issue include diversity and inclusion, anti-racism training, inherent racism, equity, social justice, multiculturalism, and the 1619 Project. Click to read the complete letter and FAQs: http://bitly.ws/ejzw:=:https://nj02210894.schoolwires.net/cms/lib/NJ02210894/Centricity/domain/8/file/announcements/Letter%20from%20the%20Superintendent%206%2017%2021.docx.pdf",https://www.facebook.com/370428359664173/posts/5732892710084351/,3417280,370428000000000,-5,4656,NEW JERSEY,7634
9/8/21,Tibbetts Middle School,Link,3,3,0,0,0,0,0,0,0,0,NA,https://www.facebook.com/171766159893958/posts/1067080203695878/,350099000293,171766000000000,-0.62,741,NEW MEXICO,726
7/12/21,KIPP Public Schools,Link,3,3,0,0,0,0,0,0,0,0,"KIPP Indy Public Schools Science teacher, Ronak Shah, emphasizes how important it is to answer his students’ questions truthfully and completely, always. So Ronak knew when his students raised many questions about the cicadas that seemed to be missing from their neighborhood, teaching them about the intersection of systemic racism and environmental inequity in Indianapolis was the rightful answer. In this piece he wrote for Chalkbeat Indiana, Ronak unravels the long history of segregation in Indianapolis and the many lasting effects of this that are still present today. https://in.chalkbeat.org/2021/6/28/22550964/cicadas-environmental-racism-indianapolis-critical-race-theory-crt",https://www.facebook.com/276593497919/posts/10159463550572920/,2200246,276593000000,-0.81,43287,LOUISIANA,884
6/15/20,Codman Academy Charter Public School,Link,3,3,0,0,0,0,0,0,0,0,"A message from George Qiao, Chemistry and AP Computer Science teacher, to staff. ""During times like these, it is easy for those of us who are not black to default to inaction. We, after all, were not taught about race in school, were not corrected for our microaggressions, were not given the critical lenses with which to examine our history-by-numbers education. We may worry about saying the wrong thing, reading too deeply into an out-of-touch text, or overstepping at a rally. However, none of this excuses inaction. It is up to us to find ways to be pro-black, and make up for the gaps in our own education we have hitherto blissfully accepted. A couple of you have asked me ""what can I do?"". I imagine that question is rolling around many of our heads. Here are, in no particular order, some answers. 1. Identify and Support Black-Owned Businesses Black-owned businesses have been hit hardest by the quarantine slump. Black entrepreneurs have a harder time finding capital, and must work harder to attract consumers. We can fight this trend by making sure our money is going towards businesses that support their communities... and get some delicious food / beautiful decor along the way. Link below. 2. Attend a Protest, Thoughtfully. We can't just show up physically. Linked below are ways to be more thoughtfully engaged as guests to a movement. Definitely don't be the non-black person loudly yelling ""Hands up, don't shoot"" and expecting others to follow you. 3. Educate and Reflect Upon Ourselves When we learn about race, we are not learning just about a ""theory"". We are not simply criticizing ""racism"". We must examine and criticize ourselves. Linked below is an absolutely massive list of resources to help us do that. I can also give some recommendations not included on this list. 4. Attend a Court Watch What happens to people who get arrested? They get a trial, but who will make sure that due process is upheld? We will, of course. Link below for more info. 5. Donate to a Bail Fund Money talks not just in politics, but in justice as well, unfortunately. Below is a list of bail funds we could donate to. Definitely don't be someone who shows off their donation receipt on social media, though. 6. Critically Examine Our News Sources Journalists, reporters, newswriters, and interviewers at major news corporations are all largely white. If we direct our attention only to these news sources, we will absorb the implicit bias and judgmental language, and fail to truly consider the key perspectives on race and justice. Linked below is a whole list of black news sources we could be reading 7. Refuse to Tolerate Ignorance Around Us: I am sure that many of us know a Trump voter. I am even more sure that many of us know someone who believes that race doesn't matter anymore. Sometimes the most important battles are won between friend and family. If someone is disgusted at ""violent looting"", encourage them to consider the violence of police, and the looting done by corporations. If someone believes that ""there's nothing I can do"", forward them this email. If someone isn't comfortable talking about race, do the work to help them have that conversation. It has never been more important for us to stand against intolerance."" linktr.ee/codmanacademy:=:http://linktr.ee/codmanacademy #EdThatAddsUp #LearnLeadServe",https://www.facebook.com/164760430228497/posts/3054154037955774/,250007001667,164760000000000,0.16,NA,MASSACHUSETTS,348
9/8/21,Insight School of Oklahoma,Native Video,2,2,0,0,0,0,0,0,0,0,"In this episode of K12 On Learning, we welcome back Hannah Elliott from Stride Career Prep to answer questions about teachers, their training and availability, Critical Race Theory, and more!",https://www.facebook.com/1424378747816742/posts/2990317434556191/,400078502792,142438e10,-0.5,718,OKLAHOMA,635
7/6/21,KIPP Public Schools,Link,2,1,0,1,0,0,0,0,0,0,"Science teacher at KIPP Indy Public Schools, Ronak Shah, writes about the long-lasting impact of the racial divide between Indianapolis districts, with one of the lasting effects being environmental injustice. When Ronak’s students asked why they haven’t seen or heard the cicadas they heard all about from the news and internet memes, he turned to the historical lines of segregation for answers. Read Ronak Shah’s Chalkbeat Indiana article to learn more about why he feels it’s necessary to answer his students’ questions honestly and teach them about the history of racism that exists in our country. https://in.chalkbeat.org/2021/6/28/22550964/cicadas-environmental-racism-indianapolis-critical-race-theory-crt",https://www.facebook.com/276593497919/posts/10159451550727920/,2200246,276593000000,-0.88,43288,LOUISIANA,884
4/14/21,Pittsburgh Public Schools,Live Video Scheduled,2,2,0,0,0,0,0,0,0,0,NA,https://www.facebook.com/294241040320/posts/796407067656457/,421917000409,294241000000,-85.5,28819,PENNSYLVANIA,1430
3/20/21,KIPP SoCal Public Schools,Photo,2,1,0,0,1,0,0,0,0,0,"Kimberlé Williams Crenshaw is an American lawyer, civil rights advocate, philosopher, and a leading scholar (professor at the UCLA School of Law and Columbia Law School) of critical race theory who developed the theory of intersectionality. Learn more about the women that inspire the women @kippsocal here: https://bit.ly/3b6EAwR:=:https://www.kippsocal.org/together-for-justice/womens-history-month #womenshistorymonth",https://www.facebook.com/102811177073/posts/10159328523077074/,060157611263,102811000000,-0.78,6889,CALIFORNIA,327
2/18/21,Insight PA Cyber Charter School,Photo,2,2,0,0,0,0,0,0,0,0,"#BlackHistoryMonth Feature: Kimberlé Crenshaw is a pioneering scholar and writer on civil rights and critical race theory. She is currently a law professor at Columbia University and developed the theory of intersectionality, which explores ""how social and political identities combine to create different modes of discrimination and privilege.""",https://www.facebook.com/313930025732944/posts/1262758054183465/,420089807635,313930000000000,-0.89,1081,PENNSYLVANIA,3911
2/8/21,Western School of Science and Technology: A Challenge Foundation Academy,Photo,2,2,0,0,0,0,0,0,0,0,"#BlackHistoryMonth Kimberlé Williams Crenshaw is an American lawyer, civil rights advocate, philosopher, and a leading scholar of critical race theory who developed the theory of intersectionality. She is a full-time professor at the UCLA School of Law and Columbia Law School, where she specializes in race and gender issues. Crenshaw is also the founder of Columbia Law School's Center for Intersectionality and Social Policy Studies (CISPS) and the African American Policy Forum (AAPF), as well as the president of the Berlin-based Center for Intersectional Justice (CIJ). Crenshaw is known for the introduction and development of intersectionality, the theory of how overlapping or intersecting social identities, particularly minority identities, relate to systems and structures of oppression, domination, or discrimination. Her scholarship was also essential in the development of intersectional feminism which examines the overlapping systems of oppression and discrimination to which women are subject due to their ethnicity, sexuality, and economic background. #BlackHistoryMonth #VamosWarriors",https://www.facebook.com/146815178861752/posts/1527934130749843/,040092403436,146815000000000,-0.88,936,ARIZONA,514
11/9/21,Ocean City Schools,Link,1,1,0,0,0,0,0,0,0,0,Reminder 7pm at OC Free Public Library - all are welcome!,https://www.facebook.com/265858010167239/posts/4644017275684602/,3411970,265858000000000,-0.94,2092,NEW JERSEY,2056
9/8/21,Maine Virtual Academy,Native Video,1,1,0,0,0,0,0,0,0,0,"In this episode of K12 On Learning, we welcome back Hannah Elliott from Stride Career Prep to answer questions about teachers, their training and availability, Critical Race Theory, and more!",https://www.facebook.com/1504281553188691/posts/3025880021028829/,2314821,150428e10,0,NA,MAINE,430
6/27/21,Legacy Preparatory Charter Academy,Live Video Complete,1,0,0,0,1,0,0,0,0,0,"It’s that time in the morning! My 30 minute podcast will look at the impact that critical race theory is having on parents, school districts, and school boards all over the country. I’ll also will examine the Supreme Court ruling on the NCAA’s limits on education-related benefits for Student Athletes. Thank you to Judge John Payton for joining me today. Only on the Ask Dr. B. Good Show! Stay tuned! https://fb.watch/6ob2Ci5C6j/:=:https://www.facebook.com/AskDr.B.Good/videos/602200217364328/?extid=NS-UNK-UNK-UNK-IOS_GK0T-GK1C",https://www.facebook.com/269239266507720/posts/3915745188523758/,4801428,269239000000000,-32,3440,TEXAS,1513
11/15/21,Burlington School District,Link,0,0,0,0,0,0,0,0,0,0,Just a reminder to please join us for a community workshop on anti-racism on Wednesday!,https://www.facebook.com/100064010860842/posts/264369859040041/,5002820,100064000000000,-32,2310,VERMONT,3591
11/3/21,Burlington School District,Link,0,0,0,0,0,0,0,0,0,0,"Coming up on Nov. 17th is the next Workshop in our Equity Workshop series, Let's Talk About Anti-Racism. https://www.bsdvt.org/2020/12/08/bsd-equity-office-announces-equity-webinar-series/",https://www.facebook.com/143649550232/posts/10158185738860233/,5002820,100064000000000,-32,2314,VERMONT,3591
9/15/21,Maine Virtual Academy,Native Video,0,0,0,0,0,0,0,0,0,0,"In this episode of K12 On Learning, we welcome back Hannah Elliott from Stride Career Prep to answer questions about teachers, their training and availability, Critical Race Theory, and more! Listen now: http://ow.ly/zE5550G9ghd:=:https://app.resonaterecordings.com/hosting/k12-on-learning/63564a2b-e960-499e-bc34-5b85ebb64ccc",https://www.facebook.com/1504281553188691/posts/3030927813857383/,2314821,150428e10,-2,NA,MAINE,430
