page_name,user_name,facebook_id,page_category,page_admin_top_country,page_description,page_created,likes_at_posting,followers_at_posting,post_created,post_created_date,post_created_time,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,video_share_status,is_video_owner,post_views,total_views,total_views_for_all_crossposts,video_length,url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,overperforming_score_weighted_likes_1x_shares_1x_comments_1x_love_1x_wow_1x_haha_1x_sad_1x_angry_1x_care_1x,message_contains_crt,message_contains_critical_race_theory
Samuel Morey Elementary,NA,1398311943797694,ELEMENTARY_SCHOOL,NA,"The Pre K through fifth grade Samuel Morey Elementary School serves approximately 175 students from the towns Orford, New Hampshire and Fairlee, Vermont.",2015-01-07T14:30:21Z,N/A,N/A,2020-04-04 00:11:14 EDT,2020-04-04,00:11:14,Link,5,4,0,1,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/1398311943797694/posts/2273566576272222,"COVID 19 FAMILY HIKE CHALLENGE! RTA invites families to make the most of these uncertain and challenging weeks to spend time outside exploring the Cross Rivendell Trail. To complete the challenge, do enough hikes to get BINGO on the board below, and check off at least 10 photo scavenger hunt items. Families that complete the challenge will receive CRT T-shirts, a water-resistant trail map, and be entered to win prints of all four beautiful posters of the CRT created by RA students. Please post a family photo of one of your hikes on our Facebook page or email to us at rivendelltrail@rivendellstudent.org. Please be aware that it is mud season, and conditions may be muddy or icy in places. Check trail conditions before you go. Please be aware that the trail between Patterson Mountain and Hawkins Mountain is currently closed (this is noted on our map). You can help us by reporting trail conditions, including any trailwork needed, using the Trail Reporting Form, or just send us an email. Please be sure to ONLY hike with family members living in your household, and practice safe social distancing on your hikes (at least 6 feet from other people). This may mean stepping off the trail to allow others to pass at a safe distance. Bring hand sanitizer, leash your dog and change clothing when you get home. For more about safe hiking during the COVID19 pandemic, visit Trail Finder A NOTE ABOUT PARKING: Some trail heads have very limited space for parking. Please avoid parking too close to other vehicles. Be prepared to change your hike location if the trailhead is busy. If you visit Patterson, please PARK ON VERSHIRE CENTER ROAD and walk up the driveway to the trailhead. If hiking from the Austin Road trailhead in Vershire, park at Westshire School and walk up Rte. 113 to Austin Road. https://rivendelltrail.squarespace.com/covid19",https://rivendelltrail.squarespace.com/covid19,NA,NA,COVID19 FAMILY HIKE CHALLENGE! — Cross Rivendell Trail,"RTA invites families to make the most of these uncertain and challenging weeks to spend time outside exploring the Cross Rivendell Trail. To complete the challenge, do enough hikes to get BINGO on the board below, and check off at least 10 photo scavenger hunt items. Families that complete the chall...",NA,NA,NA,-0.44,TRUE,FALSE
Westshire,NA,1716146795294923,ELEMENTARY_SCHOOL,NA,"The PK-5 Westshire Elementary School serves approximately 111students from the towns of West Fairlee and Vershire, including 31 preschoolers.",2016-03-05T00:30:37Z,N/A,N/A,2020-04-04 00:10:42 EDT,2020-04-04,00:10:42,Link,2,2,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/1716146795294923/posts/2615142335395360,"COVID 19 FAMILY HIKE CHALLENGE! RTA invites families to make the most of these uncertain and challenging weeks to spend time outside exploring the Cross Rivendell Trail. To complete the challenge, do enough hikes to get BINGO on the board below, and check off at least 10 photo scavenger hunt items. Families that complete the challenge will receive CRT T-shirts, a water-resistant trail map, and be entered to win prints of all four beautiful posters of the CRT created by RA students. Please post a family photo of one of your hikes on our Facebook page or email to us at rivendelltrail@rivendellstudent.org. Please be aware that it is mud season, and conditions may be muddy or icy in places. Check trail conditions before you go. Please be aware that the trail between Patterson Mountain and Hawkins Mountain is currently closed (this is noted on our map). You can help us by reporting trail conditions, including any trailwork needed, using the Trail Reporting Form, or just send us an email. Please be sure to ONLY hike with family members living in your household, and practice safe social distancing on your hikes (at least 6 feet from other people). This may mean stepping off the trail to allow others to pass at a safe distance. Bring hand sanitizer, leash your dog and change clothing when you get home. For more about safe hiking during the COVID19 pandemic, visit Trail Finder A NOTE ABOUT PARKING: Some trail heads have very limited space for parking. Please avoid parking too close to other vehicles. Be prepared to change your hike location if the trailhead is busy. If you visit Patterson, please PARK ON VERSHIRE CENTER ROAD and walk up the driveway to the trailhead. If hiking from the Austin Road trailhead in Vershire, park at Westshire School and walk up Rte. 113 to Austin Road. https://rivendelltrail.squarespace.com/covid19",https://rivendelltrail.squarespace.com/covid19,NA,NA,COVID19 FAMILY HIKE CHALLENGE! — Cross Rivendell Trail,"RTA invites families to make the most of these uncertain and challenging weeks to spend time outside exploring the Cross Rivendell Trail. To complete the challenge, do enough hikes to get BINGO on the board below, and check off at least 10 photo scavenger hunt items. Families that complete the chall...",NA,NA,NA,-0.67,TRUE,FALSE
Renaissance Charter School of St. Lucie,StLucieCharter,116969078962183,ELEMENTARY_SCHOOL,US,Renaissance Charter School of St. Lucie is a tuition-free public charter school located in Port St. Lucie and proudly serving grades K-8.,2017-08-17T16:49:13Z,1541,1699,2020-04-02 10:46:42 EDT,2020-04-02,10:46:42,Status,3,3,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/116969078962183/posts/532776074048146,"Hello Families, Quick recap from last night's PTC Zoom meeting: If you have any questions or you have concerns with the work, the work load, things assigned it's very important you reach out to the administrators so we can fix this /readjust where needed and such! This includes special classes/electives! For Elementary (Kindergarten to 4th Grade) please contact the elementary administration team: Mrs Jackson, Assistant Principal, tjackson@stluciecharter.org Mrs Macias, Dean, hmacias@stluciecharter.org Mr Laird, CRT, slaird@stluciecharter.org Ms Kircheis, CRT , dkircheis@stluciecharter.org For Middle School (5th to 8th Grade) please contact: Mr Wade, Assistant Principal, jwade@stluciecharter.org Mrs Kerrigan, Mkerrigan@stluciecharter.org Ms Saindon, CRT, csaindon@stluciecharter.org Ms Homen, CRT, chomen@stluciecharter.org Anyone still needing technology or needing an extra device, Mr Wade will be at the school today (Thursday, April 2) at 3 pm ... drive through carloop and he will assist you! If you need anything, reach out! We are all in this together! As always, thank you for all that you do!",NA,NA,NA,NA,NA,NA,NA,NA,-11.67,TRUE,FALSE
Langtree Charter Academy Upper School,LangtreeCharterUpper,1802146686712711,HIGH_SCHOOL,US,"Langtree Charter Academy Upper School is a tuition-free public charter school located in Mooresville, NC and proudly serving grades 6-12.",2017-08-14T13:31:02Z,N/A,N/A,2020-03-28 08:48:03 EDT,2020-03-28,08:48:03,Photo,21,14,2,0,5,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/1802146686712711/posts/2424093517851355,"Dear Langtree Families: We hope this email finds you healthy and safe. As you know, the Governor of North Carolina has extended school closure until May 15, 2020. What does school closure mean? It means that the school building, itself, is closed as a learning environment for children. We will no longer be holding regular office hours at our main office. However, as you know and have experienced over the last week and a half, we have been able to develop and deploy our remote learning plan, and this week has been epic! Our teachers and staff have done a phenomenal job switching from a school with four walls to a completely virtual school, and we all want to keep going! So, while the school building will remain closed as a learning environment until May 15th, we are going to continue operating school via remote learning. We will continue to evaluate, revise, and adjust our virtual learning as we begin to introduce new content. Our school calendar remains intact, and we will continue to observe teacher workdays, holidays, breaks, etc. as outlined in our 19-20 calendar. Spring Break will be April 10th-17th, which means that students and teachers will be off. Also, our last day of school for the 2019-2020 school year remains June 5th. As a school, we remain committed to your child’s growth and education, and we are grateful to continue the school year with your student and family. Thank you for your continued support during this unprecedented time. We know this has been challenging for you. It has been challenging for all of us, but we are excited to partner with you to continue educating and growing your students, preparing them for the future, regardless of the current circumstances. Thank you to all the students and parents that participated in our spirit week activities. If you have any questions about our remote learning plan or the school calendar, please contact the following individuals: Grades: 6-8 Middle School Administrator: Ms. Thacker dthacker@langtreecharter.org, Middle School CRT: Mikki Ayers hayers@langtreecharter.org, Grades: 9-12 High School Administrator: Shane Smith ssmith@langtreecharter.org, High School CRT: Jacob Glenn jglenn@langtreecharter.org. Your Partner in Education, Shane F. Lis Master Principal Langtree Charter Academy",https://www.facebook.com/LangtreeCharterUpper/photos/a.1808896702704376/2424092897851417/?type=3,NA,NA,NA,NA,NA,NA,NA,1.11,TRUE,FALSE
Langtree Charter Academy Upper School,LangtreeCharterUpper,1802146686712711,HIGH_SCHOOL,US,"Langtree Charter Academy Upper School is a tuition-free public charter school located in Mooresville, NC and proudly serving grades 6-12.",2017-08-14T13:31:02Z,N/A,N/A,2020-03-27 15:42:58 EDT,2020-03-27,15:42:58,Status,1,1,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/1802146686712711/posts/2423540294573344,"E~ Learning Guide for Parents Dear LCA Families, Here is a resourceful guide to help you with LCA’s E~ Learning experience using Edmodo, PowerSchool and Zoom. Edmodo For Edmodo, please log in through Clever: Students login credentials are: Username: PowerSchool # Password: first initial, last initial, birthdate (ex. Jan Smith, April 1, 2001; js04012001) Browser: www.clever.com/in/csusa:=:https://clever.com/oauth/authorize?channel=clever&client_id=4c63c1cf623dce82caac&confirmed=true&district_id=53fd221327e6f4280d001be6&redirect_uri=https%3A%2F%2Fclever.com%2Fin%2Fauth_callback&response_type=code&state=5b42d7d1ff6489bf9a7e98562ab5b41fad255ea2f3685a36a354af09f45ff1b5 For parents: Please reach out to your child’s teacher for parent code to be connected to the student account. PowerSchool: If you are unable to log into your PowerSchool Parent Portal or you don't have an account please email the Upper Campus Registrar, Ms. Seger, at rseger1@langtreecharter.org. Browser: (https://langtree.powerschool.com/public) Zoom: Download Zoom! Sign up for a free account. 😊 Click on link provided by teacher to access the video call! Happy E~Learning! For additional support and questions, please contact us: Grades: 6-8 Middle School Administrator: dthacker@langtreecharter.org Middle School CRT: hayers@langtreecharter.org Grades: 9-12 High School Administrator: ssmith@langtreecharter.org High School CRT: jglenn@langtreecharter.org",NA,NA,NA,NA,NA,NA,NA,NA,-0.8,TRUE,FALSE
Bonita Springs Charter School,BonitaSpringsCharter,743576799060524,MIDDLE_SCHOOL,US,"Bonita Springs Charter School is a tuition-free public charter school located in Bonita Springs, FL and proudly serving grades K-8.",2014-11-20T20:58:59Z,N/A,N/A,2020-03-24 11:09:00 EDT,2020-03-24,11:09:00,Photo,70,47,6,0,17,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/743576799060524/posts/2877373579014158,"Our CRT, Mrs. Shelly and the K-2 team leads met over spring break to collaborate about what home learning will look like for our students. During this time of uncertainty, it’s certain that we work better together. #togetherisbetter #bscsgators🐊",https://www.facebook.com/BonitaSpringsCharter/photos/a.1467603516657845/2877373579014158/?type=3,NA,NA,Timeline Photos,NA,NA,NA,NA,2.12,TRUE,FALSE
Westshire,NA,1716146795294923,ELEMENTARY_SCHOOL,NA,"The PK-5 Westshire Elementary School serves approximately 111students from the towns of West Fairlee and Vershire, including 31 preschoolers.",2016-03-05T00:30:37Z,N/A,N/A,2020-03-23 15:03:41 EDT,2020-03-23,15:03:41,Link,10,2,0,6,2,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/1716146795294923/posts/2605437656365828,"Family Hike Challenge! The Rivendell Trails Association has launched a family hike challenge that starts now and ends whenever school re-opens. This involves a BINGO sheet with day hikes on the RTA (families need to get BINGO on the board) and a photo scavenger hunt. Once you complete the challenge, you will get RTA shirts for your family, a water resistant trail map and be entered in a drawing to win a set of R.A.’s beautiful new CRT posters. “Family” is defined as the people living in one house. Hiking families should stay 6 feet from other people they may see on the trail, and should not hike with anyone other than those who live in their household. To find the Challenge click on the link below https://rivendelltrail.squarespace.com/covid19 Have fun! Send us pictures of you doing a challenge so we can share who is doing this challenge!",https://rivendelltrail.squarespace.com/covid19,NA,NA,COVID19 FAMILY HIKE CHALLENGE! — Cross Rivendell Trail,"RTA invites families to make the most of these uncertain and challenging weeks to spend time outside exploring the Cross Rivendell Trail. To complete the challenge, do enough hikes to get BINGO on the board below, and check off at least 10 photo scavenger hunt items. Families that complete the chall...",NA,NA,NA,0.53,TRUE,FALSE
Middleton-Burney Elementary School,NA,263964244054098,ELEMENTARY_SCHOOL,US,"Middleton-Burney is the community elementary school serving southern Putnam County. We are a proud, diverse, engaged group of learners with Raider Pride!",2017-03-13T21:52:39Z,N/A,N/A,2020-03-16 15:55:30 EDT,2020-03-16,15:55:30,Photo,8,1,0,6,1,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/263964244054098/posts/886484915135358,NA,https://www.facebook.com/PutnamCountySchoolsFL/photos/a.785755471514307/2781180031971831/?type=3,NA,NA,Putnam County School District,"*3/30/2020
Please see our UPDATED Food Service Distribution Information. Expanded school drive-thru locations and bus stop routes.
http://www.putnamschools.org/.../food_service_distribution:=:https://www.putnamschools.org/.../food_service_distribution

3/16/2020
The Putnam County School District will be providing breakfast and lunch for students during March 24th-27th. Breakfast and Lunch will be served at the same time from 10:00AM-1:00PM.

Meals will be prepackaged and distributed at the parent pick-up or bus loop to be consumed off site. The preferred way to distribute meals is by vehicle; however, foot traffic is allowed if necessary.

Children must be present to receive their meal.

Meals will be available at the following drive thru school sites:
Browning Pearce Elementary
Middleton-Burney Elementary
Interlachen Elementary
Jenkins Middle School
Melrose Elementary

What do drive thru meals look like exactly?
*Please drive through the bus or parent pick up lane, stop and wait inside your vehicle.
*A food service worker or volunteer will greet you and determine how many children are present. 
*Your child(ren) will receive one breakfast and one lunch at the same time.
*Head home to enjoy your school meals and the rest of your day.

Some points to remember:
*These meals are FREE for students 18 years and younger.
*Students will not have choices—they will need to take everything that is packed in the bags (including milk).
*Only children can receive these meals.
*A planned menu is posted, but items may change due to what is available at the site. 
*Some items may be served in a slightly frozen state—this will help us maintain temperature sensitive items at proper cold temperatures during curbside meal service

ALWAYS wash your hands with soap and water BEFORE eating anything!

Bus Stop Etiquette/Protocol:
*Students should wash their hands with soap and water before going to the bus stop.
*Students must avoid touching their eyes, nose, and mouth with unwashed hands.
*Avoid standing in close contact with others at the bus stop--try to keep some space between you and others.
*Cough or sneeze into an elbow or use a tissue and place immediately in the trash.

Crescent City Area Bus Stops:
725 N. Summit St, Crescent City 10:00
527 S. Summit St, Crescent City 10:10
Jaffa Rd & McCartys CT, Crescent City 10:40
Jaffa Rd & Temple Dr 10:55 11:00
Plantation Pines & Seminole Tr, Georgetown 11:20
Georgetown Denver Rd & Lakeshore Crt 12:00
671 Union Ave, Georgetown 12:20
Union Av & Blossom Trl 12:35

Interlachen Area Bus Stops:
627 Dawn Ave & Elizabeth St 10:00
Kin Street & 1006 Maltas Ave 10:15
Fowler St & 323 Milton Ave 10:25
Cordell Av & Rhonda Ave, Hollister 10:35
100 Alberts Av & Britt St, Interlachen 10:50
Boll Green Drive & 104 Salem St, Interlachen 11:00

Palatka Area Bus Stops:
Coral & Woodland 3420 Coral Street, Palatka, FL 10:00
Alhambra Trailor Pk 3800 St. Johns Ave, Palatka, FL 10:15
Louis Broer 137 W. Louis Broer Rd, East Palatka, FL 10:45
Kane Road 124 Kane Rd, East Palatka, FL 11:05
Palmway 400 Pickerel Ave, Satsuma, FL 11:35

The school food service department will also be providing meal service to local housing-student residents along with other locations throughout the district.

At this time, we will NOT be providing meal service during the regularly scheduled Spring Break (March 16th - March 20th) per federal restrictions.

Thank you for your continued flexibility as we work to provide resources and meet the needs of our community.",NA,NA,NA,-3.25,NA,NA
E.H. Miller School,MLCcubs,976281069234900,EDUCATION_COMPANY,US,Education,2018-09-06T22:46:23Z,N/A,N/A,2020-03-16 15:51:22 EDT,2020-03-16,15:51:22,Photo,5,3,0,2,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/976281069234900/posts/1354950458034624,FYI,https://www.facebook.com/PutnamCountySchoolsFL/photos/a.785755471514307/2781180031971831/?type=3,NA,NA,Putnam County School District,"*3/30/2020
Please see our UPDATED Food Service Distribution Information. Expanded school drive-thru locations and bus stop routes.
http://www.putnamschools.org/.../food_service_distribution:=:https://www.putnamschools.org/.../food_service_distribution

3/16/2020
The Putnam County School District will be providing breakfast and lunch for students during March 24th-27th. Breakfast and Lunch will be served at the same time from 10:00AM-1:00PM.

Meals will be prepackaged and distributed at the parent pick-up or bus loop to be consumed off site. The preferred way to distribute meals is by vehicle; however, foot traffic is allowed if necessary.

Children must be present to receive their meal.

Meals will be available at the following drive thru school sites:
Browning Pearce Elementary
Middleton-Burney Elementary
Interlachen Elementary
Jenkins Middle School
Melrose Elementary

What do drive thru meals look like exactly?
*Please drive through the bus or parent pick up lane, stop and wait inside your vehicle.
*A food service worker or volunteer will greet you and determine how many children are present. 
*Your child(ren) will receive one breakfast and one lunch at the same time.
*Head home to enjoy your school meals and the rest of your day.

Some points to remember:
*These meals are FREE for students 18 years and younger.
*Students will not have choices—they will need to take everything that is packed in the bags (including milk).
*Only children can receive these meals.
*A planned menu is posted, but items may change due to what is available at the site. 
*Some items may be served in a slightly frozen state—this will help us maintain temperature sensitive items at proper cold temperatures during curbside meal service

ALWAYS wash your hands with soap and water BEFORE eating anything!

Bus Stop Etiquette/Protocol:
*Students should wash their hands with soap and water before going to the bus stop.
*Students must avoid touching their eyes, nose, and mouth with unwashed hands.
*Avoid standing in close contact with others at the bus stop--try to keep some space between you and others.
*Cough or sneeze into an elbow or use a tissue and place immediately in the trash.

Crescent City Area Bus Stops:
725 N. Summit St, Crescent City 10:00
527 S. Summit St, Crescent City 10:10
Jaffa Rd & McCartys CT, Crescent City 10:40
Jaffa Rd & Temple Dr 10:55 11:00
Plantation Pines & Seminole Tr, Georgetown 11:20
Georgetown Denver Rd & Lakeshore Crt 12:00
671 Union Ave, Georgetown 12:20
Union Av & Blossom Trl 12:35

Interlachen Area Bus Stops:
627 Dawn Ave & Elizabeth St 10:00
Kin Street & 1006 Maltas Ave 10:15
Fowler St & 323 Milton Ave 10:25
Cordell Av & Rhonda Ave, Hollister 10:35
100 Alberts Av & Britt St, Interlachen 10:50
Boll Green Drive & 104 Salem St, Interlachen 11:00

Palatka Area Bus Stops:
Coral & Woodland 3420 Coral Street, Palatka, FL 10:00
Alhambra Trailor Pk 3800 St. Johns Ave, Palatka, FL 10:15
Louis Broer 137 W. Louis Broer Rd, East Palatka, FL 10:45
Kane Road 124 Kane Rd, East Palatka, FL 11:05
Palmway 400 Pickerel Ave, Satsuma, FL 11:35

The school food service department will also be providing meal service to local housing-student residents along with other locations throughout the district.

At this time, we will NOT be providing meal service during the regularly scheduled Spring Break (March 16th - March 20th) per federal restrictions.

Thank you for your continued flexibility as we work to provide resources and meet the needs of our community.",NA,NA,NA,-5.2,FALSE,FALSE
Middleton-Burney Elementary School,NA,263964244054098,ELEMENTARY_SCHOOL,US,"Middleton-Burney is the community elementary school serving southern Putnam County. We are a proud, diverse, engaged group of learners with Raider Pride!",2017-03-13T21:52:39Z,N/A,N/A,2020-03-16 15:35:51 EDT,2020-03-16,15:35:51,Photo,1,0,0,1,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/263964244054098/posts/886474811803035,NA,https://www.facebook.com/PutnamCountySchoolsFL/photos/a.785755471514307/2781180031971831/?type=3,NA,NA,Putnam County School District,"*3/30/2020
Please see our UPDATED Food Service Distribution Information. Expanded school drive-thru locations and bus stop routes.
http://www.putnamschools.org/.../food_service_distribution:=:https://www.putnamschools.org/.../food_service_distribution

3/16/2020
The Putnam County School District will be providing breakfast and lunch for students during March 24th-27th. Breakfast and Lunch will be served at the same time from 10:00AM-1:00PM.

Meals will be prepackaged and distributed at the parent pick-up or bus loop to be consumed off site. The preferred way to distribute meals is by vehicle; however, foot traffic is allowed if necessary.

Children must be present to receive their meal.

Meals will be available at the following drive thru school sites:
Browning Pearce Elementary
Middleton-Burney Elementary
Interlachen Elementary
Jenkins Middle School
Melrose Elementary

What do drive thru meals look like exactly?
*Please drive through the bus or parent pick up lane, stop and wait inside your vehicle.
*A food service worker or volunteer will greet you and determine how many children are present. 
*Your child(ren) will receive one breakfast and one lunch at the same time.
*Head home to enjoy your school meals and the rest of your day.

Some points to remember:
*These meals are FREE for students 18 years and younger.
*Students will not have choices—they will need to take everything that is packed in the bags (including milk).
*Only children can receive these meals.
*A planned menu is posted, but items may change due to what is available at the site. 
*Some items may be served in a slightly frozen state—this will help us maintain temperature sensitive items at proper cold temperatures during curbside meal service

ALWAYS wash your hands with soap and water BEFORE eating anything!

Bus Stop Etiquette/Protocol:
*Students should wash their hands with soap and water before going to the bus stop.
*Students must avoid touching their eyes, nose, and mouth with unwashed hands.
*Avoid standing in close contact with others at the bus stop--try to keep some space between you and others.
*Cough or sneeze into an elbow or use a tissue and place immediately in the trash.

Crescent City Area Bus Stops:
725 N. Summit St, Crescent City 10:00
527 S. Summit St, Crescent City 10:10
Jaffa Rd & McCartys CT, Crescent City 10:40
Jaffa Rd & Temple Dr 10:55 11:00
Plantation Pines & Seminole Tr, Georgetown 11:20
Georgetown Denver Rd & Lakeshore Crt 12:00
671 Union Ave, Georgetown 12:20
Union Av & Blossom Trl 12:35

Interlachen Area Bus Stops:
627 Dawn Ave & Elizabeth St 10:00
Kin Street & 1006 Maltas Ave 10:15
Fowler St & 323 Milton Ave 10:25
Cordell Av & Rhonda Ave, Hollister 10:35
100 Alberts Av & Britt St, Interlachen 10:50
Boll Green Drive & 104 Salem St, Interlachen 11:00

Palatka Area Bus Stops:
Coral & Woodland 3420 Coral Street, Palatka, FL 10:00
Alhambra Trailor Pk 3800 St. Johns Ave, Palatka, FL 10:15
Louis Broer 137 W. Louis Broer Rd, East Palatka, FL 10:45
Kane Road 124 Kane Rd, East Palatka, FL 11:05
Palmway 400 Pickerel Ave, Satsuma, FL 11:35

The school food service department will also be providing meal service to local housing-student residents along with other locations throughout the district.

At this time, we will NOT be providing meal service during the regularly scheduled Spring Break (March 16th - March 20th) per federal restrictions.

Thank you for your continued flexibility as we work to provide resources and meet the needs of our community.",NA,NA,NA,-26,NA,NA
Browning Pearce Elementary School,BPESBears,401503566936140,ELEMENTARY_SCHOOL,US,"The Bear Vision: At Browning Pearce, we are a unified family of learners who nurture and challenge each student to excel in the classroom and community!",2017-10-26T16:51:26Z,N/A,N/A,2020-03-16 15:31:23 EDT,2020-03-16,15:31:23,Link,1,0,1,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/401503566936140/posts/932694997150325,NA,https://www.facebook.com/118335515400177/posts/642388079661582/,NA,NA,This is a re-share of a post,"**Shareable Re-post**

The Putnam County School District will be providing breakfast and lunch for students during March 24th-27th. Breakfast and Lunch will be served at the same time from 10:00 am - 1:00 p.m.
Meals will be prepackaged and distributed at the parent pick-up or bus loop to be consumed off site.
Children must be present to receive their meal.
The preferred way to distribute meals is by vehicle; however, foot traffic is allowed if necessary.
Meals will be available at the following drive thru school sites:

Browning Pearce Elementary

Middleton-Burney Elementary

Interlachen Elementary

Jenkins Middle School

Melrose Elementary

**What do drive thru meals look like exactly?
Please drive through the bus or parent pickup lane, stop and wait inside your vehicle.
A food service worker or volunteer will greet you and determine how many children are present
Your child(ren) will receive one breakfast and one lunch at the same time
Head home to enjoy your school meals and the rest of your day.
**Some points to remember:
These meals are FREE for students 18 years and younger.
Students will not have choices—they will need to take everything that is packed in the bags (including milk).
Only children can receive these meals.
A planned menu is posted, but items may change due to what is available at the site.
Some items may be served in a slightly frozen state—this will help us maintain temperature sensitive items at proper cold temperatures during curbside meal service
ALWAYS wash your hands with soap and water BEFORE eating anything!
Bus Stop Etiquette/Protocol:
Students should wash their hands with soap and water before going to the bus stop.
Students must avoid touching their eyes, nose, and mouth with unwashed hands.
Avoid standing in close contact with others at the bus stop--try to keep some space between you and others.
Cough or sneeze into an elbow or use a tissue and place immediately in the trash.

Crescent City Area Bus Stops:
725 N. Summit St, Crescent City 10:00
527 S. Summit St, Crescent City 10:10
Jaffa Rd & McCartys CT, Crescent City 10:40
Jaffa Rd & Temple Dr 10:55 11:00
Plantation Pines & Seminole Tr, Georgetown 11:20
Georgetown Denver Rd & Lakeshore Crt 12:00
671 Union Ave, Georgetown 12:20
Union Av & Blossom Trl 12:35

Interlachen Area Bus Stops:
627 Dawn Ave & Elizabeth St 10:00
Kin Street & 1006 Maltas Ave 10:15
Fowler St & 323 Milton Ave 10:25
Cordell Av & Rhonda Ave, Hollister 10:35
100 Alberts Av & Britt St, Interlachen 10:50
Boll Green Drive & 104 Salem St, Interlachen 11:00

Palatka Area Bus Stops:
Coral & Woodland3420 Coral Street, Palatka, FL 10:00
Alhambra Trailor Pk 3800 St. Johns Ave, Palatka, FL 10:15
Louis Broer 137 W. Louis Broer Rd, East Palatka, FL 10:45
Kane Road 124 Kane Rd, East Palatka, FL 11:05
Palmway 400 Pickerel Ave, Satsuma, FL 11:35

**The school food service department will also be providing meal service to local housing-student residents along with other locations throughout the district.

At this time, we will NOT be providing meal service during the regularly scheduled Spring Break (March 16th - March 20th) per federal restrictions.
Thank you for your continued flexibility as we work to provide resources and meet the needs of our community.",NA,NA,NA,-0.93,NA,NA
